rank,band,score,confidence,name,domain,website,seed_lead_score,GOLD_pts,TierA_pts,TierB_pts,TierC_pts,raw_before_caps,caps_applied,pre2024_basis,has_careers_page,jd_chars,public_repo,evidence,why_this_rank
89,Skip,25,Inferred,GIB Media,gibmedia.ro,https://gibmedia.ro/,5,25,0,0,0,25,cap_40_no_careers_blog_team (not binding),Wayback 2023-06: 'Realizam aplicatii web personalizate' — builds custom web apps,,0,,"2023 Romanian copy advertises custom web application development | Also sells graphic design and branding materials | Only homepage reachable; no process signals collected | No careers page, blog or team page",
90,Skip,25,Inferred,Graffino,graffino.com,https://graffino.com/,8,25,0,0,0,25,,"PROVEN — Wayback 2020-06 'Web Development Experts, 10 years in the making'",,0,https://github.com/graffino; https://github.com/Graffino; ht,"Wayback 2020: 'Web Development Experts, 10 years in the making' | Site: owns Migro Platform and DimCheck, long-lived codebases | Site: 'Our Process — The Reality Audit', named technical co-founder | public_vcs github.com/graffino matches name — scores zero","The strongest pre-2024 proof in the shard (2020 snapshot, 'ten years in the making') and the best owned-product evidence — Migro Platform, DimCheck — yet it scores 25 because the site carries no CI/CD, QA or compliance prose, and Tier C cannot fire without a Tier A/B signal to corroborate it. No careers page exists to supply one. This is a rubric artefact, not a weak firm; manual re-check recommended."
91,Skip,25,Inferred,Hipwerk,hipwerk.com,https://www.hipwerk.com/,5,25,0,0,0,25,cap_40_no_careers_blog_team (not binding),"Wayback 2020-06 tagline: 'Full-stack geeks for hire', 'see our work'",,0,,"2020 copy: 'Home of Lickable Products', 'see our work' | 2020 snapshot navigation shows work, team and blog sections | Only homepage reachable now; zero current signals collected | No careers page found on the live site","The 2020 snapshot shows work, team and blog sections that the current crawl could not reach — only '/' was fetched. Zero Tier B/C is a collection gap on a now-thin site, not evidence those practices are absent."
92,Skip,25,Inferred,Inventiff.,inventiff.io,https://inventiff.io/,6,25,0,0,0,25,cap_40_no_careers_blog_team (not binding),Wayback 2023-06 prose: 'software development is not just about writing code',,9,,"2023 snapshot names software development as core practice | UK headquarters with Romanian delivery; independent agency, not captive | Live site unreachable at fetch; no site signals collected | No careers page, blog or team page found","Zero Tier B/C reflects a failed fetch, not observed weakness: the live site was unreachable so no signals could be collected. UK HQ is not a captive parent, so no rejection."
93,Skip,25,Inferred,Krypton Labs,kryptonlabs.io,https://www.kryptonlabs.io/,8,25,0,0,0,25,,"Wayback 20230601 service menu: enterprise and custom software development, DevOps",,0,,"Wayback 2023 lists custom software development, consulting, DevOps | Site: 'Agile methodology with 2 week sprints and regular demo sessions' | No careers page; blog and about reached (crawl) | Seed: blockchain/Web3, smart contracts, DeFi, NFT focus","Sits at the Tier GOLD floor because no careers page exists to test Tier A and the only process line on the whole site is a single sprint-cadence sentence, which cannot fire Tier C alone. Worth flagging separately that the practice mix is heavily Web3 — smart contracts, NFT, play-to-earn — where code is conventionally published on-chain and in public repos, which cuts against the private-codebase thesis independently of the score."
94,Skip,25,Inferred,Moldoweb,moldoweb.com,https://moldoweb.com/,8,25,0,0,0,25,,"Wayback 2023-06-01 snapshot shows a service menu naming Angular, Node JS, .NET and Firebase development plus custom business software.",,0,,"Wayback 2023 menu: Angular, Node, .NET development services (tier_gold quote) | UK client: daily stand-ups, sprint reviews, Scrum (site_quotes.sdlc) | 'Project pipeline' hit is business pipeline, not CI/CD (site_quotes.cicd) | No careers page and zero JD text collected (jd)","Held down purely by the absence of a careers page, not by weak practice: GOLD is fully proven and the delivery story is credible, but every process signal comes from a client testimonial about Scrum, and with no JD there is no route to any Tier A or B point. Tier C cannot fire without Tier A/B corroboration. DQ_training hit is a developer-replacement guarantee (staff-aug), not a training business, so no cap."
95,Skip,25,Inferred,Ontegra,ontegra.com,https://ontegra.com/,8,25,0,0,0,25,"generalist-agency cap 30 - dev bundled with expert IT support and SEO content (not binding, raw 25)","PROVEN - Wayback 2022-06-01 lists product development, application modernization, custom software development and maintenance",,0,,"Wayback 2022: custom software, modernization, application maintenance | Site: 'providing expert IT support' alongside development | Blog: 'SEO Strategies for Your CMS' | Site: 'working prototypes in days, not months' with AI","Unlike most of the batch this one is limited by its own positioning, not by missing pages: it reached blog, about and team, and what they show is dev bundled with expert IT support and SEO content, triggering the generalist cap. Its 'AI now part of our process, prototypes in days not months' line also cuts directly against the pre-2024 human-authored-codebase thesis."
96,Skip,25,Inferred,POWERTRACE SRL,powertrace.ro,https://www.powertrace.ro/,8,25,0,0,0,25,,"Wayback 20230601 showing dev work: 'Implement, test' with Angular/TypeScript/ASP.NET",yes,256,,"Wayback 2023 names JavaScript, Angular, TypeScript, ASP.NET work | Careers page exists but only 256 chars captured (jd) | Site: 7 years securing systems with Hardware Security Modules | Seed: embedded security, AUTOSAR, ISO 26262 automotive safety","A careers page exists but only 256 characters were captured — effectively an empty scrape, not an empty page — so the Tier A/B channel was never actually tested here. The seed's ISO 26262 and AUTOSAR work implies audited, safety-certified development process that would score Tier B compliance, but it appears nowhere in collected site text so I did not award it. Highest-value re-crawl candidate in this file."
97,Skip,25,Inferred,PRISMA Software,prisma-software.ch,https://www.prisma-software.ch/,8,25,0,0,0,25,,Wayback 20230601 body prose: 'specialized in custom software development' — PROVEN,,964,,"Wayback 2023 body text, not nav: 'custom software development' | jd 964 chars but has_careers_page false (jd) | Blog reached yet no site_signals or quotes captured | Seed: safety-critical connected vehicle, medtech, finance software","Clean pre-2024 proof from body prose rather than nav, but nothing else was extracted — a blog page was reached and returned no quotes at all, which is more likely a scrape failure than an empty blog. The seed's safety-critical/regulated positioning would carry Tier B compliance and Tier C weight if any of it appeared on-page; none did, so it is unscored."
98,Skip,25,Inferred,Prisma Solutions,prismaweb.ro,https://prismaweb.ro/en,6,25,0,0,0,25,no careers/blog/team -> cap 40 (not binding),"PROVEN: 2022-06-01 snapshot listing named delivered client projects (Mastrodom, Vibe Festival)",,0,,"2022 snapshot lists named delivered client projects | Team page names Co-Founder and Tech lead, two developers | Five-person shop including a social media manager | No careers page, blog or JD text","The 2022 quote is a genuine delivered-project portfolio, not nav text, so PROVEN stands here. Placement reflects a five-person shop with no careers page or JD to test, rather than evidence of weak practice."
99,Skip,25,Inferred,RebelDot,rebeldot.com,https://www.rebeldot.com/,9,25,0,0,0,25,,PROVEN — Wayback 2023-06 'Product Design and Development | RebelDot',yes,23765,,"Wayback 2023: 'Build the digital pro[duct]' product-development copy | Site 'prod_eng' hit extracted from cookie-consent banner text | Site 'enterprise' hits are staff healthcare benefits, scraper noise | Careers page 23.7k characters, no engineering process signals","Placed low almost entirely because the scrape captured cookie banners and employee benefits instead of delivery content — no CI/CD, QA or compliance text survived, so Tier C had no Tier B corroboration and zeroed out. Seed evidence (Visa, GEA, Fortune 500 clients) and a 23.7k-char careers page suggest a substantially better firm than 25 implies; worth a manual re-scrape before dismissal."
100,Skip,25,Inferred,SoftwareWatch,softwarewatch.ro,https://www.softwarewatch.ro/,7,25,0,0,0,25,"cap 40 - no careers page, blog or team (not binding, raw 25)",PROVEN - Wayback 2023-06-01 advertises custom nearshore software across the whole development lifecycle,,0,,"Wayback 2023: 'custom nearshore software solutions... whole development lifecycle' | 'cicd' signal quote is POC/MVP copy, mislabelled | No careers page, blog or team","Its single cicd signal is a mislabel - the quoted text is POC/MVP marketing, not pipelines - so no Tier B credit was given. The rapid-MVP positioning stops short of a guaranteed-timeline template shop, so the -15 was not applied either."
101,Skip,25,Inferred,Soluzyapp SRL,soluzy.app,https://soluzy.app/,8,25,0,0,0,25,,PROVEN - Wayback 2023-06-01 shows 'Copyright 2021-2023' with business software solutions copy,,0,,"Wayback 2023: 'Copyright 2021-2023', business software solutions copy | Blog and about reached; zero site engineering signals | No careers page; jd_chars 0","Solid pre-2024 software copy, but the crawl returned no site signals whatsoever and there is no careers page, so nothing beyond Tier GOLD could be scored. The placement reflects an evidence vacuum rather than observed weak engineering."
102,Skip,25,Inferred,Splashdev,splashdev.at,https://splashdev.at/,7,25,0,0,0,25,,Wayback 2022-06 services menu naming Custom Software Development Services,,0,,"Owns SplashInsurance, SplashRisk, debt-collection and leasing products | Regulated domains: insurance, leasing, risk management, claims processing | Blog, about and team reached; no careers page exists | No Git, CI/CD, QA or compliance wording found","Has genuine owned products and regulated clients — two Tier C signals — but Tier C requires Tier A/B corroboration and there is no careers page and no CI/CD evidence, so they score nothing. Both DQ flags are mislabelled: 'custom branding of the software' is white-labelling their own product, and the data-entry line is a document-management module they sell."
103,Skip,25,Inferred,WebitFactory,webitfactory.io,https://webitfactory.io/,7,25,0,0,0,25,,Wayback 2023-06-01 snapshot shows an 'Our work' portfolio and a 'Building products' tagline.,yes,29657,,"2023 snapshot shows 'Our work' portfolio, 'Building products' tagline (tier_gold) | All three vcs hits are one application-form field (jd.quotes.vcs_generic) | Form asks candidates for GitHub and open-source contributions | owns_product hits are client testimonials about their platforms (site_quotes)","The vcs_generic=3 signal is a single application-form field repeated three times, asking candidates for their own GitHub profile and open-source contributions. That describes the applicant, not the firm's workflow, and under the revised rubric public repos point the wrong way, so neither Tier A nor Tier B was awarded despite a 29.7k-character careers corpus. With no Tier A/B, Tier C cannot fire, leaving only proven GOLD."
104,Skip,25,Inferred,WeCodePixels,wecodepixels.com,https://wecodepixels.com/,7,25,0,0,0,25,,PROVEN - Wayback 2022-06-01: 'Web development projects from idea to launch'; site footer also reads 2014-2026,,0,https://github.com/WeCodePixels; https://github.com/liviucmg,"Wayback 2022: 'Web development projects from idea to launch' | Site team lists a Site Reliability Engineer | Footer '2014-2026'; products page and 'How we work' | GitHub orgs WeCodePixels/liviucmg recorded, score zero","Three Tier C positioning signals co-occur (own products page, a named SRE, a 'How we work' section) but Tier C cannot fire without Tier A/B corroboration, and none exists - no careers page, no CI, no QA prose. Its two GitHub orgs also score zero under the revised rubric, so a shop that looks more mature than most here lands at bare Tier GOLD."
105,Skip,25,Inferred,XCODES,xcodes.com,https://xcodes.com/,8,10,0,15,0,25,no_careers_blog_or_team_cap_40,"Wayback 2023-06 snapshot, existed but no software wording — weak +10",,0,https://github.com/xcodesdevelopment; https://github.com/sab,"Same site as XCODES DEVELOPMENT record — duplicate entry | Site: continuous integration and continuous deployment on cloud | Site: automated test coverage named as a code standard | No careers page, no blog, no team page (cap 40)",Duplicate of the XCODES DEVELOPMENT record — identical site and evidence. It scores fifteen lower only because this domain's 2023 snapshot lacked software wording while the sister domain's did; the higher of the two is the correct read of the firm.
106,Skip,25,Inferred,Xsure,xsure.io,https://xsure.io/,7,25,0,0,0,25,"cap 40 - no careers page, blog or team (not binding, raw 25)",PROVEN - Wayback 2023-06-01 shows PHP/Java/JavaScript/Angular development outsourcing pages,,0,,"Wayback 2023: PHP/Java/JavaScript development outsourcing pages | Tech-stack page reached; no tooling or process prose | No careers page, blog or team | Independent UK/RO/US outsourcer, not a captive centre","An independent nearshore staff-aug firm serving UK/US clients, which is explicitly in scope under the relaxed captive rule. It scores low only because a tech-stack page was reached and still yielded no process or tooling prose, and there is no careers page to read."
107,Skip,25,Inferred,Zynk Software,zynksoftware.com,https://www.zynksoftware.com/,8,25,0,0,0,25,cap_40_no_careers_blog_or_team (not binding),Wayback 20230601 self-description: 'Software development company from Cluj-Napoca',,9,,"Wayback 2023 title: 'Software development company from Cluj-Napoca' | Live site unreachable at fetch time (seed_reason) | jd 9 chars; no pages beyond '/' reached | Seed: 13 years, mobile, web platforms, big-data products","The 25 is composed entirely of the Wayback proof because the live site was unreachable when crawled — this is a fetch failure, not a firm with an empty website, so the score carries no information about their engineering practice. Seed describes 13 years of delivery in Cluj-Napoca, which is a plausible target profile. Re-fetch before treating the Skip as final."
108,Skip,23,Inferred,Creativ Digital Agency,creativdigital.ro,https://creativdigital.ro/,7,10,0,0,13,23,"generalist-agency cap 30 - SEO service line is genuine, not scraped (not binding, raw 23)","EXISTED_NO_SW_WORDING - 2023-06-01 Wayback snapshot exists but carries no software wording; weak +10, no 45 cap",,0,,"Wayback 2023-06-01 exists but snapshot text did not mention software | Own SaaS: PatientPath.dentist dental management platform, built by CreativDigital | Heavy SEO service line: 'Contacteaza un Expert SEO', free SEO resources | No careers page; jd_chars 0; no VCS or review evidence","The agency cap was examined and the SEO line is real (an SEO-expert CTA and a full SEO blog hub), but at raw 23 it never binds. The 23 is Tier C only: they genuinely own and shipped a dental SaaS and serve healthcare, which corroborates each other. Tier C was allowed without Tier A/B because Tier A is structurally unavailable in this pool. No careers page at all exists, so no PR or review evidence could ever be collected here - this is an evidence vacuum on process, not a demonstration of weak process."
109,Skip,23,Inferred,IOTNetPRO,iotnetweb.com,https://iotnetweb.com/en,6,10,0,0,13,23,"PROVEN downgraded to +10 - 2023 Wayback quote is bare nav menu, no software wording; generalist-agency cap 30 - marketing and hosting genuinely bundled (not binding, raw 23); BPO cap 20 examined, NOT applied - call-centre quote is a disclaimer; -15 template examined, NOT applied - both quotes are anti-template statements","Downgraded from PROVEN to +10 - the 2023-06-01 quote is only nav text (Home About Portfolio Service Contacts), no software or project wording; site history claims 2018/2020/2021 but is undated self-claim",,0,https://github.com/twbs,"PROVEN quote is bare nav menu: Home About Portfolio Service Contacts | BPO flag reversed: 'You won't find an impersonal call center' | Own IoT/LoRaWAN platform; site timeline claims 2018, 2020, 2021 | github.com/twbs is the Bootstrap vendor, not their org","Four separate flags had to be examined and three were reversed. The PROVEN gold quote is scraped navigation text only, so it was downgraded to +10 per the quote-check rule. The BPO hit is the firm saying you will NOT find a call centre here, and both template hits are anti-template statements, so neither cap applies. The listed GitHub org is twbs, i.e. Bootstrap, a vendor dependency, not theirs. The 13 is Tier C for a real IoT/LoRaWAN platform plus a described process, allowed without Tier A/B because Tier A is structurally unavailable here. Only the generalist-agency signature is genuine, and it does not bind."
110,Skip,20,Inferred,Algo mediaSOFT SRl,algomediasoft.com,https://algomediasoft.com/ro,8,10,0,10,0,20,,"Wayback snapshot dated 2023-06-01 exists, but the stored quote is corrupted binary, so the 'advertises software' claim is unverifiable; downgraded PROVEN to weak +10 for existence only.",,0,,"Wayback 2023-06-01 snapshot quote is corrupted binary (tier_gold_evidence.quote) | Site: QA specialists run penetration and stress tests pre-launch (site_quotes.qa) | No careers page, zero JD characters collected (jd.has_careers_page) | Seed: 20+ years, own GoManager operations product (seed_reason)","PROVEN was downgraded to +10 because the snapshot quote is unreadable binary, not software wording. Real QA function is the only scoring signal; no careers page means no Tier A route existed at all. DQ_support hit is hardware/IoT expertise, not helpdesk, so no cap applied."
111,Skip,20,Inferred,Benoli Tech,benolitech.com,https://www.benolitech.com/,8,10,0,10,0,20,,PROVEN downgraded to weak +10 — 2023 quote is Wix nav menu text only,,0,,"Wayback 2023 quote is nav text: 'Web Development Railway Automotive Portfolio' | Site footer: ISO 9001 and ISO 27001 certified | Seed: 50+ engineers, embedded automotive, railway, semiconductor work | No careers page; no CI/CD or QA prose on site","The PROVEN flag rests on a scraped Wix navigation menu, not on advertising copy or a dated artefact, so I downgraded it to the weak +10 per the quote-check rule. Real embedded/regulated firm with ISO certs, but nothing on site describes how code is built or reviewed, and there is no careers page to supply it."
112,Skip,20,Inferred,Computaris,computaris.com,https://eu.rsystems.com/,8,10,0,25,20,55,captive_absorbed_subsidiary_reject_cap_20,Wayback 2023-06-01 quote is nav text only - downgraded to +10,yes,38562,,"Website redirects to eu.rsystems.com; all content is R Systems corporate | Site: 'R Systems International (a Blackstone portfolio company)' | Site: TOP Testing Suite automated testing product; Jenkins, IaC | Careers 'JD' quote is an intern testimonial about courses","Rejected on the captive rule rather than on engineering quality. Computaris no longer exists as an independent firm - the domain serves R Systems Europe, a wholly-owned arm of a Blackstone-backed multinational, which is both the captive pattern the relaxed rule still excludes and far outside the not-a-giant constraint. Its 55 raw would otherwise have placed it Secondary."
113,Skip,20,Inferred,Redbee Software,redbeesoftware.com,https://redbeesoftware.com/,8,10,0,10,0,20,,"No Wayback snapshot and no RDAP record; treated as MISSING, so weak +10 with no cap at 45.",yes,4256,,"No Wayback snapshot, no RDAP record: MISSING not new (tier_gold) | ISO 9001:2015 and ISO 27001:2013 certified (site_quotes.compliance) | Case studies are Odoo ERP implementations, dairy and medical (site_quotes) | Careers page present but only 4,256 characters (jd)","ISO 27001/9001 is the only scoring signal, and Tier C could not fire on enterprise clients alone. The portfolio evidence matters more than the score suggests: the featured work is Odoo ERP implementation, which is configuration of a third-party platform rather than an owned codebase, so it is a weak fit for the acquisition thesis even setting the evidence gaps aside."
114,Skip,20,Inferred,TEC,wearetec.com,https://wearetec.com/,7,10,0,10,0,20,,"UNKNOWN — no Wayback snapshot and no RDAP record; MISSING not new, weak +10",yes,10741,,"Site: 'specialist software company with focus on engineering excellence' | Footer link labelled ISO, GDPR and whistleblower policy | Careers page reached, 10.7k characters, no process signals extracted | Site 'enterprise' hit is a healthcare benefit, scraper noise","A genuine niche software firm (sports and live-event tech) with a real careers page, but the 10.7k characters collected yielded nothing about Git, review or pipelines, and the only compliance signal is a footer link labelled ISO with no standard named. Placement reflects missing evidence, not a weak shop."
115,Skip,20,Inferred,We As Web,weasweb.com,https://www.weasweb.com/,8,10,0,10,0,20,,"UNKNOWN - no Wayback/RDAP; site states 'Founded 2021', uncorroborated",,0,,"Site: 'NATO Certified, ISO 9001, ISO/IEC 20000-1, ISO/IEC 27001' | cicd hits are smart-grid, fraud-detection and sales pipelines | No careers page; zero JD characters collected | Site: SAP, Salesforce, Dynamics, ServiceNow implementation focus","Every CI/CD signal is a false positive - 'smart-grid pipelines', 'fraud-detection pipelines' and even 'signed contracts and pipeline' - so nothing was awarded for delivery engineering. No careers page means no JD route either. Beyond the evidence gap, the positioning is packaged-enterprise-platform implementation rather than owning a custom codebase, and the seed's 1200+ engineer claim against a 2021 founding needs verifying before any outreach."
116,Skip,20,Inferred,Webamboos,webamboos.com,https://webamboos.com/,8,10,0,10,0,20,,"UNKNOWN - no Wayback/RDAP; site footer claims 2016 founding, uncorroborated",yes,2898,,"Careers page 2.9k chars, no role requirements collected | Site: 'Quality Engineer' team member; QA-and-AI blog posts | Site cicd hits are blog prose about load balancing | No CI/CD, Git or review evidence on any page","The DQ_bpo and DQ_template flags are false positives - both fire on blog articles about mail automation and invoicing, not on the firm's own services - so no cap was applied. The low score is pure evidence absence: a careers page exists but is a two-paragraph culture blurb, and the site signals are blog noise rather than practice description."
117,Skip,10,Inferred,99 Code Lines,99codelines.com,https://99codelines.com/,6,10,0,0,0,10,cap_30_generalist_agency (not binding); cap_40_no_careers_blog_team (not binding),Wayback 2020-06 quote is pure nav menu — downgraded from PROVEN to +10,,0,,"2020 quote is only a nav menu listing service links | Services menu bundles Search Engine Optimization with development | JIRA and Agile mentioned; no Git, CI/CD or review | No careers page, blog or team page","Labelled PROVEN but the quote is nothing but scraped nav-menu items ('Home About Our Company Technologies Services...'), which proves a site existed, not that software was shipped. Downgraded to the weak +10 per the nav-scrape trap."
118,Skip,10,Inferred,Amgres.com,amgres.com,https://amgres.com/,7,0,0,10,0,10,cap_45_no_pre2024_red_flag_2024_domain (not binding),"RDAP: .com first registered 2024-03-29 — red flag, evidence against pre-2024",,0,https://gitlab.com/amgres.com,"RDAP registration 2024-03-29, post-cutoff (tier_gold_evidence) | Site: 'Clean Architecture, unit tests, and full documentation' | Site: 'Follow along on your GitHub repo' — client-side public repo | Partner program aimed at digital marketing agencies (DQ_agency)","The 2024 domain date here is real evidence against, not a data gap: .com resolves in RDAP normally, unlike the .ro firms in this file, so the red flag stands and the cap-45 is earned. Test discipline is claimed (unit tests, Clean Architecture) but the delivery model pushes code into the client's own GitHub, which is the opposite of the private-codebase asset being sought."
119,Skip,10,Inferred,Anfa Engineering,anfaengineering.com,https://anfaengineering.com/,8,10,0,0,0,10,,"Wayback 2023-06 snapshot, existed but no software wording — weak +10",yes,5826,,"Site: electronics design, prototyping, assembly — hardware-led firm | Only 'compliance' hit is a GDPR consent checkbox on contact form | Careers page 5.8k characters, no engineering process signals | Site targets students for hardware skills development",
120,Skip,10,Low,Armoury Software Solutions,armoury.ro,https://armoury.ro/,6,10,0,0,0,10,no careers/blog/team -> cap 40 (not binding),"UNKNOWN: .ro has no RDAP and no Wayback snapshot; missing data, weak +10, no 45 cap",,0,,"No RDAP for .ro and no Wayback snapshot | Homepage only; small team, WordPress work noted | No careers page, blog or team page | Web apps, mobile apps, games and QA claimed",
121,Skip,10,Inferred,Artep Development,artep.eu,https://www.artep.eu/,6,10,0,0,0,10,cap_30_generalist_agency (not binding); cap_40_no_careers_blog_team (not binding),"No Wayback and no RDAP record — UNKNOWN treated as missing, weak +10, no cap",,0,,"Practice spans design, graphics, branding and development | Mobile and web application build work per seed | Homepage and about reached; no process signals found | No careers page, blog or team page",
122,Skip,10,Inferred,Artificially,artificially.io,https://artificially.io/,8,10,0,0,0,10,"cap 40 - no careers page, blog or team (not binding, raw 10)","EXISTED_NO_SW_WORDING - archived 2023-06-01 but the snapshot did not advertise software, so weak +10 only",,259,,"Wayback 2023 snapshot exists but lacks software wording | 259-char careers text, no engineering signals | UK-founded 2020 per seed; no dated artefact","Pre-2024 existence is archived but the snapshot never mentions software, which is exactly the weak-evidence case worth only +10. No careers page and no site prose meant nothing else could be scored."
123,Skip,10,Inferred,Bento,bento.ro,https://www.bento.ro/en/,8,10,0,0,0,10,,Wayback 2023-06 snapshot without software wording — weak +10,yes,19904,,"Careers page 19904 chars, zero engineering signals extracted (jd) | Wayback 20230601 snapshot lacked software wording (tier_gold) | No site_signals or site_quotes captured at all | Seed: 21+ years, own field-service/LIMS/smart-metering products","The most under-scored firm relative to its likely reality: 20k characters of careers content and four pages crawled produced not one Git, CI/CD or review mention, and the site extractor returned zero quotes, which looks more like an extraction failure than an empty site. Seed describes 21 years of trading and three owned product lines — if true, a Wayback re-check for software wording would move Tier GOLD to +25 and the owned products would unlock Tier C. Worth a manual re-crawl before dismissing."
124,Skip,10,Inferred,BlueLight,bluelightsoftware.co,https://www.bluelightsoftware.co/,8,10,0,0,0,10,,Wayback 2023-06 snapshot without software wording — weak +10,,0,,"enterprise fired 8 times, all industry-vertical marketing copy | Site: 'Adopt agile methodologies, cross-functional collaboration' | Blog, about and tech-stack reached; no careers page | Seed: builds own products plus enterprise/cloud engineering","The enterprise signal firing eight times overstates this firm: every hit is vertical marketing copy naming banking, finance and healthcare as target industries, which the rubric explicitly refuses to reward as breadth. Tier C could not fire without any Tier A/B corroboration, and with no careers page there was no JD channel to test. Blog and tech-stack pages were reached and yielded only one generic agile sentence, so the gap is practice evidence, not crawl depth."
125,Skip,10,Inferred,Burzcast,burzcast.com,https://burzcast.com/,7,10,0,0,0,10,no careers/blog/team -> cap 40 (not binding),EXISTED_NO_SW_WORDING: 2023-06-01 snapshot archived without software wording; weak +10,,0,,"2023 snapshot archived; no software wording in it | Own products named: MirCRM and BurzSync | About and tech-stack pages reached; no VCS/CI signals | No careers page, blog or team page","Two named in-house products imply a long-lived codebase, but Tier C cannot fire without Tier A/B corroboration and there is no careers page to supply it."
126,Skip,10,Low,C4studio,c4studio.ro,https://c4studio.ro/,7,10,0,0,0,10,no careers/blog/team -> cap 40 (not binding),EXISTED_NO_SW_WORDING: 2022-06-01 Wayback snapshot exists but did not advertise software; weak +10,,69,,"2022 Wayback snapshot; no software wording captured | Claims bespoke software since 2013, uncorroborated | 69-char careers text only; no JD signals | Homepage only; no blog or team page",
127,Skip,10,Inferred,CANARY TECHNOLOGY INNOVATIONS S.R.L.,canarytech.ro,https://canarytech.ro/,8,10,0,0,0,10,"cap 40 - no careers page, blog or team (not binding, raw 10)","UNKNOWN - .ro is absent from RDAP entirely so no domain age exists, and no Wayback snapshot was found; weak +10, no cap at 45",,194,,".ro domain: no RDAP record exists, no Wayback snapshot | 194-char careers text collected, no engineering signals | Only homepage reached; no blog, about or team","A .ro domain means no age record exists at all, and only the homepage was reachable, so both of the discriminating tests came back empty. The score measures how little was collected, not the firm."
128,Skip,10,Inferred,Cloud Business Services,cloudbusinessservices.com,https://cloudbusinessservices.com/,7,10,0,0,0,10,,Wayback 2023-06 snapshot exists but no software wording — weak +10,yes,9131,,"Wayback 20230601 snapshot, no software wording (tier_gold_evidence) | Careers page reached, 9131 chars, zero Git/CI/review signals (jd) | Only compliance hit is a GDPR cookie banner (site_quotes) | Seed: dev plus cloud/DevOps bundled with IT/HR outsourcing","A real careers page was collected (9k chars) and still yielded no engineering-process language, so this is weak practice evidence, not a missing-page problem. The only site signal, compliance, is cookie-consent boilerplate and scores nothing. Seed's IT/HR outsourcing line is a possible BPO/generalist flag the crawl did not confirm."
129,Skip,10,Low,Devodrome,devodrome.com,https://devodrome.com/,7,10,0,0,0,10,,DOMAIN_ONLY: registered 2011-02-07; proves name ownership only,,0,,"Domain registered 2011-02-07; ownership only | SDLC hit is a client testimonial about sprint planning | No careers page; no VCS or CI evidence | Full delivery team (PM, dev, QA) claimed in blurb","The only process-looking quote is a client testimonial, not evidence of practice; a 2011 domain plus no careers page leaves nothing else scorable."
130,Skip,10,Inferred,DevsReady,devsready.io,https://devsready.io/,8,10,0,0,0,10,cap_40_no_careers_blog_or_team (not binding),"MISSING: no Wayback snapshot and no RDAP record — weak +10, no cap",,364,,"No Wayback snapshot, no RDAP record (tier_gold_evidence) | Homepage only reached; no careers, blog or team | jd 364 chars, has_careers_page false (jd) | No site_signals or quotes captured","Nothing was collected beyond a homepage, so the 10 is the default awarded for missing domain age rather than any assessment of the firm. Age is unknown, not new — the absent RDAP record must not be read as a 2024+ red flag. Needs a fresh crawl before any judgement."
131,Skip,10,Inferred,DevX Digital,devx.digital,https://devx.digital/,5,10,0,0,0,10,cap_30_generalist_agency (not binding),Wayback 2023-06 quote is mostly repeated nav — downgraded from PROVEN to +10,,0,,"2023 quote repeats nav twice; only 'technology implementation company' | Real delivery narrative: diagnosis, implementation, verification, documented handover | White-label technical SEO delivery for a partner agency | Blog reached; no careers page exists","Two separate downgrades explain the low number. The PROVEN quote is duplicated nav text that never says software development, so it drops to +10. And the genuinely substantive 'how we work' copy is a Tier C signal that cannot fire without Tier A/B corroboration, which no careers page and no CI/CD evidence leaves unavailable."
132,Skip,10,Inferred,Digital Expression,digitalexpression.ro,https://digitalexpression.ro/,6,10,0,0,0,10,,EXISTED_NO_SW_WORDING: 2023-06-01 snapshot archived without software wording; weak +10,yes,20107,,"20k-char careers page; only 'Agile methodology' found | JDs name Firebase, Parse, Google SDKs, no Git or CI | 2023 snapshot archived without software wording | Built mobile banking, push servers for Volksbank, Nestle","Twenty thousand characters of real job descriptions were collected and none mentions version control, CI or code review, so this is a weak-practice result rather than missing evidence, despite genuine banking and AR delivery work."
133,Skip,10,Inferred,Eview Software,eview-software.com,https://eview-software.com/,6,10,0,0,0,10,generalist-agency cap 30 (non-binding at 10),"Domain registered 2022-07-16 (RDAP) plus '© 2022' in site footer; ownership of a name only, no dated delivery artefact.",,0,,"Domain 2022-07-16; footer reads '© 2022' (tier_gold, site_quotes.compliance) | cicd and sdlc hits are one client testimonial about scaling (site_quotes) | Compliance hits are only CCPA/GDPR policy links (site_quotes.compliance) | Homepage sells marketing consulting beside development (site_quotes.DQ_agency)","site_signals show cicd=2, sdlc=2, compliance=4 but all resolve to a single Scrum-Master testimonial and a GDPR/CCPA footer, so none scored. Marketing-consulting positioning also triggers the generalist cap, which does not bind this low."
134,Skip,10,Inferred,FPD Consulting & Solutions,fpd.ro,https://www.fpd.ro/,6,10,0,0,0,10,"generalist-agency cap 30 - SeoCherry is a real owned SEO brand (not binding, raw 10)","UNKNOWN - .ro has no RDAP at all and no Wayback snapshot; missing evidence not new-domain evidence, so weak +10 and no 45 cap",,0,,".ro domain: no RDAP exists at all; no Wayback snapshot | Runs SeoCherry, a separate SEO and reputation-management brand | Blog is SEO content: Core Web Vitals, page speed, social media | No careers page; jd_chars 0",
