name,website,description,relevance_status,lead_score,qualification_reason
HOLD Marketing,https://holdmarketing.ro/,"Since 2017, our work provides brands with measurable results through high-end media coverage, excellent performance, visibility and growth. Hold Marketing offers innovative digital marketing solutions, specializing in strategies and PPC advertising, with expertise across well-known platforms (Google, Facebook, LinkedIn, Pinterest, TikTok, Instagram, etc.) and beyond, all designed to push our partners' brands towards new horizons ...",IRRELEVANT,2,"Unreachable at fetch time; blurb describes a digital marketing agency delivering media coverage, visibility and growth, which the rubric treats as irrelevant."
Soft Lab,https://www.soft-lab.ro/,"SoftLab is a software development company that focuses on quality, innovation and speed. We use technology to increase business results for our clients. We are proud of the final results, integrity and ethics of our work. Over the years, SoftLab has managed to create amazing web pages and applications while offering our customers the opportunity ...",RELEVANT,7,"Thin site; blurb describes a software development company focused on quality, innovation and speed to drive client business results."
Yonder,https://tss-yonder.com/,"Yonder is the partner for VMS and software companies consulting them on choices for their software products and developing their software solutions. We understand the business of our clients and focus on realizing their needs, overcoming product challenges, and getting ready for the future. We have experience in various verticals and many different technologies, and ...",RELEVANT,7,Unreachable at fetch time; blurb describes a partner that consults and develops software solutions for VMS and software companies.
Around25,https://www.around25.com/,"We are a team of startup founders, full-stack developers, creative geniuses and marketing junkies. Our in-house skills cover strategy, coding, UI & UX design, marketing and product management. Quick facts: 12 years of experience 5 founded startups 31 full stacks specialists 40 meetups organized 18 open source repositories",RELEVANT,7,"Full-stack development team (since 2006) taking startups from idea to MVP to growth with team extension/remote teams, though also doing product and marketing."
Softclaire,https://www.softclaire.com/,"Softclaire is a trusted digital product agency based in Romania, delivering end-to-end software solutions across the entire development lifecycle—from concept and design to development, deployment, and ongoing support. We partner with startups and growing businesses to transform ideas into scalable digital products, combining technical expertise with innovation. Our team is committed to quality, reliability, and ...",RELEVANT,7,"Digital product agency doing full front/back-end web, cross-platform mobile, MVP and startup development with its own CRM modules, alongside WordPress/landing pages."
WeCodePixels,https://wecodepixels.com/,"We are a mix of full-stack developers and designers with a great eye for detail. With over 10 years of experience, we have a wide array of skills including from web development, mobile apps, and enterprise-grade applications. Our goal is to provide you with the absolute best solutions for your project and business. We do ...",RELEVANT,7,"Full-stack developers/designers (10+ years) building web, mobile and enterprise applications (B2C/B2B, custom APIs, SaaS, CRMs)."
SoftState Technologies,https://soft-state.com/,"SoftState Technologies, founded in 2017, is a development company based in Timișoara, Romania, that provides end-to-end service for web and mobile application development. We work on a wide range of technologies ranging from open source to proprietary and custom built solutions, with a focus on medical industry. Interested in finding out more? Feel free to ...",RELEVANT,7,"End-to-end web and mobile application developer (React/React Native) focused on the healthcare industry with well-documented, GDPR-compliant code."
WPCodeBox,https://wpcodebox.com/,WPCodeBox is a WordPress plugin that allows you to customize your WordPress site by adding Code Snippets. You can save your most-used Code Snippets to the cloud and share them across all your WordPress installs. Also we are building one of the biggest WordPress Code Snippet repository around.,IRRELEVANT,4,A single WordPress code-snippets plugin product for the WordPress ecosystem rather than a custom software engineering firm.
NoMoreCoffeePlease,https://www.nomorecoffeeplease.com/,"We are a full-service web and mobile development company whose goal is to develop businesses and communities. We can help you if you are: a Startup founder, Product Manager, Software Developer, CEO or CTO Who feels overwhelmed with tasks and in need of extra human resources. Get a skilled team to lend a hand and ...",RELEVANT,7,Thin site; blurb describes a full-service web and mobile development company building products for startup founders and product teams.
Tooktech,https://tooktech.com/,"Created in 2015, TookTech Web Technologies is a young company based in Timisoara, Romania. It was started by two tech enthusiasts sharing a common background, being also great friends.Our core competencies and expertise were taught in 10+ years of programming and technical challenges. We can truly understand that developing a software product is not just ...",RELEVANT,7,Team of engineers/designers/PMs building custom enterprise web and mobile applications with software consulting and POC/discovery.
Ligero Web,https://ligeroweb.com/,"Software development company focused on delivering complete web solutions using PHP, Go, Javascript & Flutter. We are a web development company from Bucharest, Romania that delivers user-friendly, robust and secure software solutions to innovative businesses and entrepreneurs. Our goal is to establish long-term business partnerships and to help bring your ideas to life while overcoming ...",IRRELEVANT,2,"The live site shows the domain registration has expired (dead site); despite a software-dev blurb, there is no active evidence."
InDevLab,https://indevlab.com/,"At InDevLab, we don’t just write code — we engineer digital resilience. Founded in 2017, we are an international IT outsourcing company built around one clear mission: to deliver high-impact technology solutions that empower businesses to scale, secure, and succeed in today’s fast-changing world. For over 8 years, we've been a trusted technology partner for ...",RELEVANT,7,"International IT outsourcing company (100 specialists, 15 years) delivering process automation, cybersecurity, cloud solutions and R&D projects."
BisSoft,https://www.bissoft.ro/,"We are an innovative technology solutions provider specializing in custom mobile app development, workflow automation, and advanced IT solutions tailored specifically for the healthcare, finance, and technology sectors. Our team of expert developers and strategists is dedicated to delivering high-quality, secure, and scalable applications that streamline operations, boost productivity, and support digital transformation objectives. With ...",RELEVANT,7,"Full-stack software house building custom applications, workflow automation and BI/enterprise-data solutions (healthcare focus) for startups to Fortune 500 clients."
Zincoo Digital Studio,https://zincoo.com/,"A design-and-engineering studio covering the full product surface: marketing websites, mobile applications and SaaS platforms. Services span brand identity, UX/UI design, front-end engineering, technical SEO and performance. Zincoo operates remotely from Romania for clients worldwide and works natively in both English and Romanian: every deliverable, from copy to case study, ships in two languages. Eighteen ...",RELEVANT,7,"Design-and-engineering studio building mobile applications (React Native) and scalable, secure SaaS platforms (cloud architecture, APIs, security) alongside marketing websites."
FYB Romania,https://fyb.ro/,"We are a dynamic IT Services Company established in 2003, headquartered in Bucharest, Romania. From a 4 programmers strartup we have grown into a complete web solutions provider, serving a multitude of clients from around the world, from small businesses to big corporations and entrepreneurial start-ups. We offer Magento development services (1.x and 2.x platforms), ...",RELEVANT,7,"Web software developer (since 2003) providing agile Magento and Symfony custom web-app development and eCommerce engineering, though Magento/eCommerce-centric."
Rocoders,https://rocoders.com/,"We love creating beautiful and functional apps for various industries and sectors. We create, love and dream code. Sounds too nerdy? This is what we really do.",RELEVANT,7,"Software team building custom, functional web/mobile apps across industries since 2012, analyzing needs and choosing a technical approach for each project."
Euro-Testing Software Solutions,https://www.euro-testing.com/,"Euro-Testing Software Solutions is a privately-owned software company specialized in Full-Service Software Testing, Penetration Testing, Vulnerability Identification & Management, Application and Data Security, Static & Dynamic Code Analysis as well as, DevOps/DevSecOps, Robotic Process Automation, Implementation and Customization for Atlassian and Micro Focus (HPE) products. Through a process of hard work, perseverance and sheer passion, ...",RELEVANT,7,"Unreachable at fetch time; blurb describes a software company specialized in full-service software testing, penetration testing and vulnerability management."
Open Public Service,https://ops.ro/,"After 20+ years of business in the field and hundreds of successful stories, we know that the success of our collaboration is guaranteed. We pay attention to everything that happens in the field, we continuously invest in the latest technologies and we take care of our people. Our company is like a big family with ...",IRRELEVANT,2,"An e-commerce operations/fulfillment and commercial-promotions company (warehousing, packing, delivery, support), not a software development firm."
Brainic,https://brainic.io/,"We are a passionate team of software and mobile applications in particular. Over time, we have participated in various competitions in the field of cybersecurity. Humanity, transparency, and proactivity are some of the elements that define us; out of passion, we outdo ourselves every day in the field of mobile application development. We are the ...",RELEVANT,7,Unreachable at fetch time; blurb describes a passionate software and mobile-application development team also active in cybersecurity competitions.
Primal Skill,https://primalskill.com/,"Primal Skill is a software development company based out of beautiful Transylvania in Romania, with a heavy focus on off-shore and near-shore outsourcing. We're ""online"" since 2007 and use our experience gathered over the years to leverage a wide range of the latest web technologies to help our partners get the expertise they deserve. We’re ...",RELEVANT,7,"Software development company (since 2007) doing full-cycle development, dedicated teams and staff augmentation with off-shore/near-shore outsourcing (front/back-end)."
Wide Logic Solutions,https://thewidelogic.com/,"Our mission is to deliver sustainable growth through innovation, expertise, and strategic investments in the digital economy. Our integrated approach allows us to harness synergies across our portfolio companies, driving value creation for stakeholders and clients alike.Focused on delivering innovative AI-driven solutions, Skelet.ai empowers businesses to automate and enhance their processes with precision and efficiency. ...",IRRELEVANT,4,"A diversified 'business ecosystem'/investment holding spanning marketing, publishing, tourism and real estate; software development is one of many portfolio lines, not the focus."
SoftXPro,https://softx.pro/,"At SoftXPro, we specialize in building intelligent websites and digital platforms that don’t just look great - they automate processes, engage users smartly, and scale effortlessly. We combine deep expertise in modern CMS platforms (Drupal, WordPress, Headless, Shopify, Webflow) with agentic AI systems and automation ...",RELEVANT,6,"Builds and modernizes Drupal platforms and ERPNext systems plus AI integrations (RAG, automations, dashboards) — real engineering, though CMS/ERP-platform focused."
Syscom Digital,https://www.syscomdigital.ro/en/,"We are a digital marketing agency with over 15 years of experience in engagement mechanics, interactivity and mobile marketing. For us, creativity is in symbiosis with new media’s innovative technology, with a goal to obtain results that can be easily measured. Our solid and proactive team has formed a core ever since 2002 and it ...",IRRELEVANT,3,"A digital/interactive marketing agency (15+ years) focused on engagement mechanics, interactivity and mobile marketing, not custom software engineering."
CodinBit,https://www.codinbit.com/,"CodinBit is your one-stop shop for all your web and software development, branding and design needs. We first identify all the moving parts and then make sure they all work together as a well-oiled machine. We look beyond immediate deliverables and always keep our eyes ...",RELEVANT,6,"Web and software development company with a define/design/develop process, though it also positions around branding and design services."
Statescu.net,https://statescu.net/,"I am a passionate Freelance Full-Stack developer with experience building websites and web applications. I specialize in JavaScript and Typescript, with professional experience working with Angular 2+ and NodeJS. I also have a strong knowledge of Vue.Js, Express, TailwindCSS, HapiJS, Docker, and a lot of other technologies and APIs.",RELEVANT,6,"Freelance full-stack developer/indie hacker building AI-powered apps and SaaS end-to-end (React Native, NestJS, AI pipelines) — real engineering but solo."
FPD Consulting & Solutions,https://www.fpd.ro/,"We are here to help your business with our software solutions, design consultancy, web development and digital marketing strategies.",RELEVANT,6,"Builds React/Angular/React Native/Node/Java/Python web and mobile apps and ERP/CMS products, though bundled with design consultancy, video and digital marketing."
Selectsoft,https://selectsoft.ro/,"Selectsoft is a software company that believes in the power of entrepreneurs to use technology to build successful businesses through performance, monitoring, and full business control. It is a 100% Romanian company, founded in 2008 in Baia Mare, with clients both in Romania and abroad. Whether we talk about inventory management, invoicing, stocktaking, receipts and ...",RELEVANT,6,"Romanian business-management software vendor (inventory, retail, e-Factura, SAF-T) also offering custom software development, configuration and integration."
Armoury Software Solutions,https://armoury.ro/,"Armoury is your new software development partner with extensive expertise in Web Application Development, Software Development, Quality Assurance Testing, Game Development, UI/UX and more. With a team of permanently curious, avidly perfectionist developers, we are incredibly stubborn about making your project shine. Armoury can build your product from the ground up, or act as an ...",RELEVANT,6,"Builds web apps, mobile apps and games with QA and UI/UX, though a small/new team (also does WordPress), so tentatively relevant."
Innovations Staffing Services,https://mstaffiservices.com/,"Innovation Services provides outsourcing and out staffing services for software development, IT services, and project management etc. We have a team of experienced professionals who are experts in their respective fields. We offer our services to businesses of all sizes, from small businesses to large enterprises. We are committed to providing the best possible service ...",RELEVANT,6,Unreachable at fetch time; blurb describes outsourcing/outstaffing for software development and IT services with experienced professionals.
minic studio,https://minic.ro/,"We help businesses turn ideas into practical, scalable digital products. Our team supports companies with custom software development, web and e-commerce solutions, UX and UI design, and development outsourcing. We focus on understanding real business goals first, then building technology that improves operations, supports growth, and delivers measurable results.",RELEVANT,6,"Offers custom software development, web and e-commerce and UX/UI with outsourcing, though bundled with online marketing (Facebook/Google) services."
Cramba App Studio,https://cramba.ro/,"Cramba App Studio is the one-person app studio of Lucian Cramba, a Romanian founder based in Alba Iulia. It builds the software small businesses need: booking and ordering apps, mini-CRMs, websites, business automations, and internal tools - plus prototypes and MVPs for founders validating an idea. A specialty: taking AI-built prototypes (Lovable, v0, Bolt, ChatGPT) ...",RELEVANT,6,"One-person app studio building booking/ordering apps, mini-CRMs, automations and MVPs (500k+ users on its FastOrder/Beez products) — real dev but solo."
The Niche Society,https://thenichesociety.ro/,"The Niche Society is a full-service digital agency based in Bucharest, Romania, specializing in web design, SEO optimization, Google Ads, and software development. We help businesses grow their online presence with tailored strategies and measurable results. Our team combines technical expertise with creative thinking to deliver websites that convert and digital campaigns that generate real ...",RELEVANT,6,"Builds web apps, AI integrations and custom automation for founders/CTOs, though positioned as a full-service digital agency also doing SEO and Google Ads."
tagDiv,https://tagdiv.com/,"tagDiv is a highly specialized team of creative technologists working together to design simple, elegant, and great digital solutions. We created and developed two best-selling products: a publishing Newspaper Theme for WordPress, appreciated by 133.000 users worldwide, and a game-changing time-tracking HR Solution. The combination of experience as a product developer with a service provider ...",RELEVANT,6,"Software company building best-selling WordPress theme products plus SaaS solutions, web development and e-commerce — real product engineering, though theme-centric."
Prisma Solutions,https://prismaweb.ro/en,"Our company was founded in 2020 with the aim to provide high quality services in the field of IT development. We offer a full range of services in website, e-commerce, custom web applications and software development.",RELEVANT,6,Offers custom web application and software development alongside website and e-commerce work as a small IT development firm.
AppGreat Ltd.,https://www.appgr8.com/,"We are a leading IT services company specializing in software developmentл From pioneering IT solutions to dedicated customer support, alongside cutting-edge NOC and SOC services, we stand at the forefront of innovation. Based in Bulgaria, Romania, and North Macedonia, our multinational team of skilled professionals is committed to crafting bespoke solutions to elevate your business ...",RELEVANT,6,"Provides software/web/mobile engineering, QA and DevOps with staff augmentation, though also offering NOC/SOC, contact center and data-entry/BPO services."
Scriptix Technology,https://scriptix.net/,"Scriptix Technology is an IT company with 5 years of experience, specializing in software, web, and consulting services. The company focuses on delivering innovative digital solutions, simplifying technology for users, and creating scalable software products. From prototyping and MVPs to fully developed platforms, Scriptix helps clients turn ideas into efficient and impactful digital experiences.",RELEVANT,6,"Unreachable at fetch time; blurb describes a 5-year IT company specializing in software, web and consulting services."
Docodex,https://docodex.com/,"Docodex is a Romanian software development and digitalisation company building custom websites, web applications, mobile applications, SaaS products and e-commerce platforms.We work with startups, small and medium-sized businesses, professional-service companies and digital agencies that need reliable technical delivery or long-term development support.Our core services include Python and Django web development, Flutter mobile applications for Android ...",RELEVANT,6,"Romanian software developer building custom web/mobile apps, SaaS products, e-commerce and white-label software, though also offering SEO and paid-ads marketing."
IOTNetPRO,https://iotnetweb.com/,"IoT Net Pro is a Romania-based technology company offering web design & development, digital marketing, and website maintenance/hosting, alongside end-to-end IoT solutions. With over 25 projects completed, a 100% success rate, and 11+ awards, our team builds modern, interactive, and SEO-friendly websites tailored to each client's business goals — from custom company sites to fully ...",RELEVANT,6,"Builds custom software and end-to-end IoT solutions (LoRaWAN/LPWAN platform), though also offering web design, hosting and digital marketing."
Mediatic,https://mediatic.ro/,"For more than 12 years we have been building strong relationships and helping businesses grow. We are a Digital Agency that creates custom web software, builds eCommerce platforms, and also helps small companies to build Websites and to create their Visual Identities.",RELEVANT,6,Unreachable at fetch time; blurb describes a 12-year digital agency building custom web software and eCommerce platforms.
Enlivy,https://enlivy.dev/,"Our top priority is to carefully plan and develop your project to ensure it fulfills its intended purpose with excellence, we go above and beyond to deliver a product that works flawlessly.Feedback from users and consumers is invaluable, and we take it seriously to continuously improve the solutions we offer.Our goal is to establish a ...",RELEVANT,6,"Full-service development company building eLearning platforms, custom CRMs, mobile apps, APIs and AI features, though positioned as a WordPress/web agency with marketing funnels."
Henfruit Agency,https://henfruit.agency/,Powerful website solutions for growing local businesses and brand design with a strategic twist for amazing passionate entrepreneurs.,IRRELEVANT,4,"A brand-design and WordPress development/maintenance team supporting other digital agencies, which the rubric treats as a generic WordPress/web-design shop."
Utopian Vision SRL,https://utopianvision.ro/,"Web development for any type of business. From simple websites to multi-vendor platforms. Php, MariaDB, Javascript programming to scale your platform as much as you want. Customized platforms exactly how you want but designed to run multiserver via API.",RELEVANT,6,"Builds custom software, cloud applications and multi-vendor web platforms (PHP/MariaDB/JS) with server configuration, alongside websites and online stores."
Digital Expression,http://digitalexpression.ro/,"Digital Expression is an award winning creative agency. We're always experimenting with the newest technologies to create new ways to get amazed. The current shape-shifting media environment needs a creative agency that can understand, innovate and connect with the latest technologies. We are inspired by the future and the possibilities it brings and this helps ...",RELEVANT,6,"Creative agency that also builds real technology (mobile banking, push-notification servers, AR) for clients like Volksbank and Nestlé."
Fortune Soft,http://www.fortunesoft.ro/,"Fortune Soft is a Web & Software Development company based in Cluj-Napoca, Romania. The experienced team offers rich and complex solutions in online multimedia platforms, content management and server-side solutions on one hand, and creative, user-centered interfaces on the other.",RELEVANT,6,"Web & software development company building VOD systems, news portals, monitoring apps and mobile apps, though also offering marketing and creative services."
Deqad,https://www.deqod.com/,"We are a custom software and digital innovation company that empowers thought leaders, growing companies and visionary startups to unlock their company valuation and greater profitability through strategic technology development.If you have an in-house project that isn’t going according to plan or you just need a bigger team our best developers are ready to come ...",IRRELEVANT,4,"Blurb describes custom software and digital innovation, but the live site shows 'Account Suspended' (403), indicating an inactive/broken site."
99 Code Lines,http://www.99codelines.com/,"Founded in 1991 we are a software development company. We are specialized in web design, SEO, mobile and web development, we have vast experience in all the fields. Most of our projects are realized through the Agile or Scrum technologies so that the client can understand the workflow process and we can deliver the project ...",RELEVANT,6,"Long-standing software & app developer building iOS/Android/web apps (.NET/React) and mini ERP/CRM products, though also offering SEO and website work."
Wedevelop Web Solutions,http://wedevelop.ro/,"Wedevelop Web Solutions is a design and development company based in Targu Mures with an office in Cluj Napoca and Bosnia. Since 2019, the team of about 20 has provided expertise in web design, web development, custom software development and e-commerce development. Wedevelop Web Solutions works with various industries including retail, education, and arts & ...",RELEVANT,6,Unreachable at fetch time; blurb describes a ~20-person design and development company (since 2019) providing web development expertise.
Inventiff.,https://inventiff.io/,"Creative digital solutions — with a sprinkle of human touch. We are a friendly and passionate team of digital strategists, developers and technologists working to create digital solutions that make an impact on the world of tomorrow. Our in-house team takes a human-centric approach to all projects, helping you generate engaging experiences from start to ...",RELEVANT,6,"Unreachable at fetch time; blurb describes a team of digital strategists, developers and technologists creating custom digital solutions."
Royalsoft,https://www.royalsoft.eu/,"Royalsoft is a digital agency that specializes in Web & eCommerce Development, Mobile Application Development and Online Marketing. Our main office is located in Constanta, Romania, but our work has travelled all over the world. Our team is young and competitive, with hundreds of completed projects, and tens of satisfied clients in more than ten ...",RELEVANT,6,"Digital agency doing web/eCommerce, mobile app, web-app and custom ERP development (Magento/WooCommerce), though also offering online marketing services."
One-IT,https://www.oneitsmart.com/managed-it-service-provider/,"Managed IT service provider and integrator of IT solutions systems in northern Romania; team with specialists in consultancy, IT security, maintenance, design and implementation of IT solutions. With many years of experience, One-IT has established a brand recognized for the quality and efficiency of the products and services offered, focusing on technological innovation for developing ...",IRRELEVANT,4,"A managed IT service provider and systems integrator (IT security, maintenance, AR smart solutions, marketing) in northern Romania, not a custom software developer."
InteliStat Solutions,https://www.intelistat.ro/,"InteliStat Solutions develops dedicated software solutions adapted to the operational requirements of the customer. When necessary, we help the businesses define new operational flows or modify existing ones. We always keep in mind that IT systems must come to the aid of the beneficiary, without becoming a burden for them. We create dedicated software solutions ...",RELEVANT,6,"Develops dedicated custom software and CRM/ERP and cloud solutions for operational workflows, though also offering presentation sites, online shops and maintenance."
Altasoft Software Solutions SRL,https://altasoft-solutions.com/,"AltaSoft provides affordable hosting solutions for everyone. From a personal homepage to a complex eCommerce solution. From a shared hosting solution to fully dedicated application servers: With AltaSoft you’re in the right place. AltaSoft provides the full range: from hosting to application – or website development to marketing, AltaSoft is your one-stop-shop for all your ...",RELEVANT,6,"Offers software development, Microsoft Dynamics 365 (Business Central/CRM), IT staff augmentation and cloud/AI, though bundled with web design, SEO and hosting."
LiMiT,https://www.limit.ro/,"Web Design Oradea Bihor, Servicii web design si realizare site-uri web Oradea: Creare pagini web Oradea, Realizare magazin online Oradea si Servicii SEO in Oradea.",IRRELEVANT,3,"A web design agency in Oradea focused on presentation websites, WooCommerce/Shopify online shops, technical SEO and maintenance, not custom software engineering."
Eview Software,http://www.eview-software.com/,"At Eview-Software, we are your strategic partners in growth and success. We work with mid & large international corporations throughout Europe and US in projects that demand leading-edge software development skills. With over 14 years of experience, we specialize in: 💼 Management & Consulting: Streamline your workflow, enhance productivity, and achieve better results with our ...",RELEVANT,6,"Software development company (12 years) serving mid/large corporations across Europe and the US, though its copy leans heavily on web design and UI work."
Artep Development,https://www.artep.eu/,"Our creative agency is ranked among the finest in the Germany. We cultivate smart ideas for start-ups and seasoned players. 1 Our Mission Rather than just developing custom software solutions, every member of the Technorely team is passionate about their roles in our company and tries to bring their unique ideas, beliefs, and profound knowledge ...",RELEVANT,6,"Digital product development agency building native and cross-platform mobile applications and web applications with modern technologies, though creative-agency framed."
Roman Daniel-Gabriel,https://romandanielgabriel.ro/en,"Senior Full Stack Developer & Technical Consultant with 9+ years of experience. I design high-performance, cost-optimized custom software, ERPs, and e-commerce architectures using lean PHP, CodeIgniter, Symfony, and HTMX. No agency overhead—just fast, maintainable systems built to last.",RELEVANT,6,"Senior full-stack developer/technical consultant (9+ years) building custom software, bespoke ERPs and e-commerce architectures, though a solo freelancer."
NoError.ro,https://www.noerror.ro/,"NOERROR develops premium custom software, high-performance websites, AI-powered business solutions and enterprise web platforms.We specialize in Next.js, React, TypeScript and modern cloud architectures, delivering scalable software tailored to each client's business requirements.Our services include custom software development, AI automation, marketplaces, CRM & ERP integrations, enterprise platforms, technical SEO and performance optimization.We build software that is ...",RELEVANT,6,"Builds custom software and enterprise web platforms on a modern stack (Next.js/React/TypeScript) with AI, though positioned around web design, e-commerce and SEO."
enovatika,https://enovatika.com/,"Enovatika is a digital agency that creates custom digital solutions for businesses, whether they're startups or corporate enterprises. We design and develop mobile and web apps, improve customer experiences, and create user-friendly interfaces. We're committed to delivering high-quality work and we're flexible to meet your needs. That great plan of yours? Let’s make it happen!",RELEVANT,6,"Digital agency designing and developing custom web and mobile apps (front/back-end), though positioned primarily as a UI/UX design agency."
Sen Design,https://sendesign.ro/,"We are an online creative and advertising agency. Your business in the digital environment is a journey where we guide you and give you all the tools you need. Through different display and visibility strategies, based on added value, not on traditional advertising, we help you to be unique and authentic in front of your ...",IRRELEVANT,4,"An online creative and advertising agency centered on web design, SEO, WordPress and online shops; app development is listed but the positioning is marketing/web-design."
Neo Vision,https://neovision.dev/,"The No Bullshit Web Agency We are Neo Vision. We code websites and apps that make people gasp. Our Web Agency builds unique features, eventful experiences, and digital products that simply reach bigger audiences.",RELEVANT,5,"Unreachable at fetch time; blurb describes a web agency that codes websites and apps, so tentatively relevant on limited evidence."
Vectoora,https://www.vectoora.com/,"Vectoora is a leading digital agency specializing in crafting modern digital experiences through design and technology. We help businesses grow by building intuitive user interfaces, strong brand identities, and high-performance software solutions.Our team combines creativity with technical expertise to deliver custom websites, mobile applications, and scalable digital platforms tailored to each client’s needs. From early-stage ...",RELEVANT,5,"Builds websites, mobile applications and digital platforms, but positioned as a design-led digital agency emphasizing UI/UX and 'readymade' websites."
BIT GROWTH ROMANIA,https://bit-growth.com/,"WE ARE BIT GROWTH We exist to bring real value to the software and marketing industries by redefining the meaning of quality. Our mission is simple: build scalable, high-performance digital solutions that elevate businesses across all sectors. We support entrepreneurs and companies that demand excellence—those who understand that lasting results come from strategic execution, deep ...",RELEVANT,5,"Unreachable at fetch time; blurb describes building scalable, high-performance software (alongside marketing), so tentatively relevant on limited evidence."
Hipwerk,https://hipwerk.com/,"Hipwerk is a tech laboratory focused on developing peculiar web solutions. Taking pride in every product we ship, we pick each one of them carefully and avoid tradeoffs which compromise quality. Seeing the good & the bad of the corporate outsourcing world, we took our lessons and decided to follow our own way. Combining the ...",RELEVANT,5,"Thin site; blurb describes a tech laboratory developing bespoke web solutions with pride in shipped products, so tentatively relevant."
TECHOSOFT,https://techosweb.com/,"We’re a creative agency specializing in Web Design, Web Development, and SEO to help businesses build awesome websites that actually get results. Whether you need a brand-new site, a fresh redesign, or better rankings on Google, we’ve got you covered. Our approach is simple — clean, modern designs, smooth functionality, and smart SEO strategies to ...",IRRELEVANT,3,"A creative agency specializing in web design, website development and SEO to build business websites and e-commerce stores, not custom software engineering."
Uptalen,https://www.uptalen.com/,"Uptalen connects companies with top freelance software developers, designers and project managers who will help with the execution of all your tech related projects whether on short term or on extended term basis. We have large network of highly skilled, experienced and remote freelancers across Europe.Uptalen connects companies with top freelance software developers, designers and ...",RELEVANT,5,"Tech staffing/recruitment agency supplying freelance software developers and engineering teams via staff augmentation, rather than building software itself."
GIB Media,https://gibmedia.ro/,"At GIB Media, we craft complete digital solutions for businesses—from launch to growth. Since 2010, our team has been dedicated to transforming online presences into successful, high-impact platforms. We treat our clients’ business goals as our own, delivering custom web design, e-commerce sites, mobile apps, and software systems that drive results. Your vision, our code, ...",RELEVANT,5,"Builds web apps, CRM and mobile apps, but positioned as a web design agency centered on turnkey websites and online shops (since 2010)."
VHCI Business Development,https://www.vhci-software.com/,"WE’RE A TECHNOLOGY COMPANY WITH BUSINESS KNOW-HOW. You can describe the business problem in your own words because we speak fluent ‘corporate’. We don’t need a detailed technical specification because we can write them ourselves. WE HAVE A RICH EXPERIENCE IN B2B. From SMBs to multinational corporations, we work with companies all over the world ...",RELEVANT,5,"Unreachable at fetch time; blurb describes a technology company with business know-how translating business problems into solutions, so tentatively relevant."
Digital NINJA,https://digitalninja.ro/,"At Digital Ninja we value innovation, business acumen, integrity, passion, boldness, quality, and commitment for our customers. On this basis, we deliver Smart and Innovative projects that transform and grow your business. We are a Talented and Creative Digital Agency from Europe, with Certified Experts and Constant Results in Increasing overall efficiency and ROI. Stop ...",RELEVANT,5,"Unreachable at fetch time; blurb describes a company delivering smart, innovative technology projects for customers, so tentatively relevant on limited evidence."
DevX Digital,https://devx.digital/,"DevX Digital is a WordPress and WooCommerce engineering partner for companies and digital agencies running business-critical platforms. We step in when the work is no longer “just a website”: performance and stability problems, CRM and API integrations, analytics and consent, commerce operations, release risk, or controlled AI workflows connected to existing systems. Our core services ...",RELEVANT,5,"WordPress/WooCommerce engineering partner doing performance rescue, business-system integrations, headless WordPress and AI operations — above generic, but wholly WordPress-ecosystem."
Roti's Web,https://rotisweb.ro/,"Founded by Alex Rotar, a young and ambitious web developer from Romania, Roti’s Web was built on a clear mission: to elevate the digital landscape through high-quality, modern web solutions. Driven by a passion for clean design, efficient performance, and cutting-edge technology, Alex focuses on delivering tailored digital experiences that meet each project's unique requirements. ...",RELEVANT,5,"A young web developer's studio delivering modern, secure end-to-end web development and web audits, but essentially a solo web-focused agency."
Centrale Telefonice,https://centraletelefonice.ro/,"Centrale Telefonice este un furnizor roman de centrale telefonice VoIP cloud pentru companii, operat de SCIT Technology SRL din Cluj-Napoca din 2014. Oferim solutii complete de telefonie business fara echipamente fizice: implementare in 24-48 ore, 99.9% uptime garantat, pana la 5.000 apeluri simultane. Serviciile noastre includ: centrala telefonica VoIP cloud, SIM Hosting GSM (integrarea cartelelor ...",IRRELEVANT,4,"A Romanian VoIP cloud-telephony service provider (phone systems, SIM hosting, bundled free CRM and AI agents), not a custom software engineering firm."
