band,score,confidence,name,city,domain,website,headcount,founder_or_ceo,title,linkedin,founder_confidence,pre2024_status,tier_gold_pts,tier_a_pts,tier_b_pts,tier_c_pts,caps_applied,own_vcs_org,merged_prs,human_authors,first_merge,pages_reached,why,evidence,founder_evidence
Skip,10,Inferred,Agility E Services Private Limited,Hyderabad,agility.com,https://agility.com/,200,Henadi Al-Saleh,"CEO and Board Member, Agility",,medium,"REPAIRED 20080719 capture readable, no software language (weak +10)",10,0,0,0,,,,,,"/, careers, blog, about, team","Pre-2024 existence is now proven, but the bundle carries no engineering signal of any tier.","20080719 capture readable, no software-development language | All five pages reached but zero signals extracted | Domain resolves to logistics group, not the IT entity | No VCS org, careers JD or CI/CD evidence","""Henadi is CEO and a Board Member of Agility"""
Skip,10,Inferred,Apollo India Services LLP,Mumbai,apollo.com,https://www.apollo.com/,52,,,,low,"REPAIRED 20230102 capture readable, no software language (weak +10)",10,0,0,0,Tier C withheld: no Tier A/B corroboration,,,,,"/, careers, blog, about, team",An asset-management site with no software-engineering content; only the weak pre-2024 existence point survives.,"Site is Apollo Global Management, an asset manager | Excerpts are investor-relations and benefits copy | Template hits are AEM CMS markup, not template shop | No engineering, VCS or CI/CD content anywhere",Leadership page scraped as nav and marketing copy only; no names
Skip,10,Inferred,Avalara Technologies Private Limited,Pune,avalara.com,https://www.avalara.com/us/en/index.html,151,,,,low,Inferred only - pre-2024 snapshot lacked any software mention,10,0,0,0,no pre-2024 software evidence cap 45,,,,,"/, careers, blog, about, team","Evidently a software vendor, yet the bundle carries no Tier A/B engineering evidence and no dated pre-2024 artefact - an evidence gap worth re-checking.","Homepage: APIs, MCP servers, 1,400+ signed partner integrations | lookup_note: archived pre-2024 but no software mention | own_vcs_orgs empty; no npm packages surfaced on domain | Careers copy is culture/benefits plus one Engineering Manager quote","Only ""Vivek Dadhania Tax Manager"", a customer story, not Avalara leadership"
Skip,10,Inferred,Barclays Global Service Centre Private Limited,Pune,barclays.com,https://home.barclays/,,,,,low,"REPAIRED 20191102 capture readable, no software language (weak +10)",10,0,0,0,Tier C withheld: no Tier A/B corroboration,,,,,"/, careers, blog, about, team","The crawl reached only corporate-bank boilerplate, leaving no engineering evidence for the Pune service centre to score on.","All 26 excerpts are FCA/PRA regulatory boilerplate | Group bank site, not the Pune centre's engineering page | No careers JD, CI/CD or VCS evidence captured | 20191102 capture readable, no software language","""Update from Group CEO, C.S."" — name truncated, unusable"
Skip,10,Inferred,Broadridge Financial Solutions (India) Pvt Ltd,Hyderabad,broadridge.com,https://www.broadridge.com/,,,,,low,Inferred only - pre-2022 snapshot lacked software mention,10,0,0,0,no pre-2024 software evidence cap 45,,,,,"/, blog, about, team, tech-stack",Fintech solutions marketing with no engineering-practice or repository evidence in the bundle.,"Excerpts dominated by front/middle/back-office operations copy | pages_absent: careers, so no JD language captured | lookup_note: archived pre-2024 but no software mention | own_vcs_orgs empty; no npm packages or engineering posts",Scraped pages are product and contact copy; no leaders named
Skip,10,Inferred,Caftius Technologies Private Limited,Chennai,caftius.com,https://www.caftius.com/,,,,,,"pre-2024 capture exists, no software wording (weak +10)",10,0,0,0,"Tier C withheld: single signal, no Tier A/B corroboration",,,,,/,"A single senior-architect bio is the only signal and nothing corroborates it, so Tier C stays withheld.","Director cited with 25 years software product building | Careers and team pages recovered; cap-40 lifted | Pre-2024 archive exists but homepage lacked software wording | No blog, VCS, CI/CD or compliance evidence",
Skip,10,Inferred,CLSA Technology & Services LLP,Pune,clsa.com,https://www.clsa.com/,,,,,low,Existed since 1998 per Wayback; software-evidence snapshot unfetchable,10,0,0,0,"tier GOLD cap 45 (pre-2024 software unverified, non-binding)",,,,,"/, careers, about, team","Financial brokerage rather than a software builder, with no engineering-process or pre-2024 software evidence.","Wayback first snapshot 1998; snapshot body not fetchable | About page: equity broking, investment banking, asset management | Careers page: eight-week finance internship, no engineering roles | own_vcs_orgs empty; no npm packages on domain",About and services pages name no individuals
Skip,10,Inferred,Concord Technosoft Private Limited,Delhi,concordtechnosoft.com,https://www.concordtechnosoft.com,,,,,,"REPAIRED 20230602 capture readable, no software language (weak +10)",10,0,0,0,generalist-agency cap 30 (non-binding); no careers/blog/team cap 40 (non-binding),,,,,/,A digital-marketing agency with a single-page presence; the GOLD cap lift is irrelevant at this score.,"SEO, PPC, social media and branding are core services | Only the homepage was reachable at all | No careers, blog or team page still confirmed | 20230602 capture readable, no software language",
Skip,10,Inferred,Crane Process Flow Technologies (India) Private Limited,Pune,craneco.com,https://www.craneco.com/,,,,,low,Archived pre-2024 but that snapshot did not mention building software,10,0,0,0,tier GOLD cap 45 (non-binding),,,,,"/, careers, about, team, tech-stack","Industrial flow-control manufacturer whose 'engineering' language is mechanical, not software delivery.","About: 170 years, engineering-led industrial manufacturer | 'Engineering excellence' excerpts are mechanical, not software | Markets named: aerospace, nuclear, semiconductor hardware | own_vcs_orgs empty; no OSS, no engineering blog","""appointed President and CEO"" with no name; founder only as ""R.T."""
Skip,10,Inferred,CriterionScreeners Global Private Limited,Bengaluru,criterionscreeners.com,https://www.criterionscreeners.com/,,,,,,Archived pre-2024 but snapshot showed no software work,10,0,0,0,no careers/blog/team cap 40; tier GOLD cap 45,,,,,/,"Single-page site carrying no engineering, product or process signal to act on.","Only homepage reachable; no careers, blog or team | signal_counts empty: no signal family detected | Pre-2024 snapshot did not mention software development | own_vcs_orgs empty; no npm packages on domain",
Skip,10,Inferred,Egon Zehnder Information and Research Services Private Limited,Gurugram,egonzehnder.com,https://www.egonzehnder.com/,,,,,low,"REPAIRED 20230104 capture readable, no software language (weak +10)",10,0,0,0,,,,,,"/, careers, about, team, tech-stack",Every detector hit is a false positive from executive-search vocabulary; no engineering evidence exists.,"Executive search firm, not an IT services company | 'Pipeline' hits refer to leadership talent pipelines | 'Template' hits are succession-planning templates | 20230104 capture readable, no software language",Article listings about CEOs generally; no named Egon Zehnder leader
Skip,10,Inferred,ENEL X Services India Private Limited,Mumbai,enelx.com,https://www.enelx.com,,,,,,"REPAIRED 20231002 capture readable, no software language (weak +10)",10,0,0,0,no careers/blog/team cap 40 (non-binding),,,,,/,An energy multinational's marketing homepage with no reachable engineering evidence.,"Energy-services corporate site, only homepage reachable | No careers, blog or team page still confirmed | Template hit is an AEM page-hub path | 20231002 capture readable, no software language",
Skip,10,Inferred,Enviri India Services Private Limited,Hyderabad,enviri.com,https://www.enviri.com/,,Russell Hochman,President and Chief Executive Officer,,medium,"REPAIRED 20230605 capture readable, no software language (weak +10)",10,0,0,0,,,,,,"/, team",The environmental-services parent site carries no software-engineering signal whatsoever.,"Environmental services group; homepage and team only | Zero signal counts and zero evidence excerpts | No VCS, careers JD, CI/CD or compliance found | 20230605 capture readable, no software language",'Russell Hochman President and Chief Executive Officer' on Enviri Corporation leadership page
Skip,10,Inferred,Everligntek Solutions Private Limited,Pune,everligntek.com,https://www.everligntek.com/,,,,,low,Domain archived pre-2020 but snapshot showed no software work,10,0,0,0,tier GOLD cap 45; Tier C withheld: no Tier A/B corroboration,,,,,"/, careers, blog, about","AI-accelerator boutique whose stated delivery model is machine-generated code, with pre-2024 software work unverified.","Homepage: 'AI-assisted code generation for pipelines, APIs, UI' | Accelerators named GovOS, Pipeline Studio, Compliance Copilot | SOC 2/HIPAA/ISO are sold to clients, not held | Careers lists Data/BI Engineer roles with no git mentions",About/values copy only; 'Our expert team' but no person named
Skip,10,Inferred,Fact Solutions India Pvt Ltd,Kolkata,factsoftware.com,https://www.factsoftware.com/,,,,,low,Archived pre-2024 but 2023 snapshot did not evidence software,10,0,0,0,tier GOLD cap 45; Tier C withheld: no Tier A/B corroboration,,,,,"/, careers, blog, about","Genuine ERP product vendor, but nothing in the bundle evidences PR, code-review or CI/CD practice.","Owns FACT ERP.NG, an integrated ERP product for SMEs | Careers page describes product-marketing role, no git terms | Blog reached but holds no engineering-practice posts | own_vcs_orgs empty; no OSS packages on domain","Only 'Rasesh D, Managing Director, The Associated Auto Parts' - client testimonial"
Skip,10,Inferred,Fidrox Technologies Private Limited,Bengaluru,fidrox.com,https://fidrox.com/,,,,,low,Archived pre-2024 but snapshot showed no software work,10,0,0,0,tier GOLD cap 45 (non-binding),,,,,"/, careers, about, team",Video-surveillance systems integrator with no visible software-engineering practice.,"Homepage pitch is CCTV/video management system replacement | Careers, about and team reached with no engineering signals | No blog or tech-stack page present | own_vcs_orgs empty; no npm packages on domain",Product page and footer only; no person named
Skip,10,Inferred,Franklin Templeton International Services (India) Pvt Ltd,Hyderabad,franklintempleton.com,https://www.franklintempleton.com/,,,,,,Archived pre-2024 but snapshot showed no software work,10,0,0,0,no careers/blog/team cap 40; tier GOLD cap 45,,,,,/,Asset manager's public fund site; nothing indicates in-house engineering practice to contact them about.,"Only homepage reachable; no careers, blog, team | Asset-management fund site with no engineering content | signal_counts empty: no signal family detected | own_vcs_orgs empty; no OSS packages found",
Skip,10,Inferred,Geeta Eservices Private Limited,Mumbai,geetaeservices.com,https://geetaeservices.com,,,,,,"REPAIRED 20231030 capture readable, no software language (weak +10)",10,0,0,0,,,,,,"/, careers",A thin site with no extractable engineering signal beyond proven pre-2024 existence.,"Homepage and careers reached, no signals extracted | First archived only 2021, thin web presence | No VCS, blog, CI/CD or compliance evidence | 20231030 capture readable, no software language",
Skip,10,Inferred,Globex Digital Solutions Private Limited,Hyderabad,globexdigitalcorp.com,https://globexdigital.ai/,,Vijay Mohan Namana,Chief Executive Officer,,high,"REPAIRED 20231030 capture readable, no software language (weak +10)",10,0,0,0,Tier C withheld: no Tier A/B corroboration,,,,,"/, careers, blog, about, team, tech-stack",A marketing-led AI consultancy whose positioning claims carry no Tier A/B engineering corroboration.,"'From Idea to Impact in 90 Days' delivery promise | 50+ enterprise clients claimed, no named references | Blog is GenAI marketing, not engineering practice | No VCS, CI/CD, QA or certification evidence",'Vijay Mohan Namana Chief Executive Officer ... As CEO of Globex Digital'
Skip,10,Inferred,Hinduja Global Solutions Ltd,Bengaluru,teamhgs.com,https://hgs.com/,,Venk Korla,Global CEO,https://www.linkedin.com/in/venk-korla-844924,medium,Existed pre-2024; 2011 snapshot unreadable,10,0,0,0,BPO/contact-centre core cap 20,,,,,"/, blog, team","Contact-centre/BPO core business caps it at 20, and nothing in the bundle evidences a software engineering practice.","Team bios: 25 years contact-centre, 13 years BPO (DQ_bpo) | 2011 first snapshot but no capture fetchable (wayback) | Blog hit is a GDPR outsourcing post, not engineering | No VCS org; careers page not reached","'As the Global CEO of HGS, he drives...'; first bio, linked venk-korla profile"
Skip,10,Inferred,Impetus Technologies India Private Limited,Noida,impetus.com,https://www.impetus.com/,,Nachiket Deshpande,Chief Executive Officer,https://www.linkedin.com/in/nachiket-g-deshpande,high,"REPAIRED 20230104 capture readable, no software language (weak +10)",10,0,0,0,Tier C withheld: no Tier A/B corroboration,,,,,"/, careers, blog, about, team, tech-stack","The product-engineering language reads genuine and 15 Tier C points are visible, but no Tier A/B artefact exists to corroborate them.","'Engineers follow rigorous product engineering best practices' | Fortune 100 BFSI client, all six pages including tech-stack | No VCS, CI/CD tooling, certification or JD code-review text | 20230104 capture readable, no software language",'Nachiket Deshpande Chief Executive Officer' beside his profile on team page
Skip,10,Inferred,Inference Labs Private Limited,Bengaluru,inference.in,https://inference.in/,68,,,,low,"Pre-2024 site, no software mention",10,0,0,0,,,,,,"/, careers, blog, about, team",Five pages fetched yielded one decorative 'product engineering' phrase in a bio and nothing else.,"Single prod_eng hit sits inside a leader biography | Pre-2023 snapshot without software mention (wayback) | Careers, blog, about, team reached; no workflow signals | No VCS org or OSS packages found",Leadership page text names nobody; only Smollan Tanzania client testimonial
Skip,10,Inferred,Infomate 360 Solutions India Private Limited,Hyderabad,infomate360.com,https://infomate360.com/,,,,,low,"pre-2024 capture exists, no software wording (weak +10)",10,0,0,0,screening/BPO core business cap 20 (non-binding),,,,,"/, about",A background-screening provider with no software-development or engineering-process evidence at all.,"Employment background screening is the core business | Team page recovered; no careers or blog found | Pre-2024 archive exists but no software wording | No VCS, CI/CD, QA or certification evidence",About-us screening-services copy only; no person named
Skip,10,Inferred,Initium Digital Private Limited,Pune,initiumdigital.com,https://initiumdigital.com/,,Abhishek Bhate,Founder & Chief Executive Officer,https://www.linkedin.com/in/abhishekbhate,high,Domain live 2018; snapshot unreadable,10,0,0,0,,,,,,"/, careers, blog, about, team","Credible small product team on SAP BTP, but no Tier A/B artefact exists to corroborate the Tier C positioning or the pre-2024 build.","Careers: 'small product engineering team building the NuVo suite' | Owns NuVo ICM, DocFlo, BTP Lens on SAP BTP | 2018 first snapshot but no capture fetchable (wayback) | JDs mention architecture and data pipelines, not git/PR/CI","""Founder & Chief Executive Officer Abhishek Bhate Abhishek leads Initium Digital"""
Skip,10,Inferred,InOrg Global India Private Limited,Pune,inorg.com,https://www.inorg.com,,Jeremy Stensland,Founder & President,https://www.linkedin.com/in/jeremy-stensland-0b37802,medium,"Pre-2024 site, no software mention",10,0,0,0,,,,,,"/, careers, blog, about, team",Staff-augmentation firm placing DevOps people rather than evidencing its own reviewed engineering pipeline.,"Careers: DevOps Architect, Senior Technical Architect openings | Also lists 'DevOps Trainer' — staffing supply, not own pipeline | Pre-2023 snapshot without software mention (wayback) | No VCS org; no code-review or CI/CD language","Leadership card ""Founder & President"" sits directly on jeremy-stensland LinkedIn link"
Skip,10,Inferred,Ixsight Technologies Pvt Ltd,Pune,ixsight.com,https://ixsight.com/,,Uma Venkataraman,CEO & Co-Founder,,medium,"site live since 2007, 2023 capture had no software wording - weak +10",10,0,0,0,,,,,,"/, careers, blog, about, team","A genuine long-lived data/AML product firm, but Tier C positioning cannot fire without any Tier A/B corroboration, so it stays at the weak GOLD floor.","Owns AML and location-intelligence products; 'the best use our products' | Banking, insurance, government clients; case studies and demos | Careers page exists but no process or tooling detail | No ISO/SOC claim, no CI/CD, no repo found","""Uma Venkataraman CEO & Co-Founder"" under Our Team Founders"
Skip,10,Inferred,KLoc Technologies Private Limited,Bengaluru,kloctechnologies.com,https://kloctechnologies.com/,,,,,low,Verified: 2023 snapshot showed client portfolio,25,0,0,0,generalist-agency cap 30; template/website shop -15,,,,,"/, careers, about, tech-stack",Self-declared Shopify/SEO website agency; the generalist-agency cap and template-shop penalty wipe out its verified pre-2024 portfolio.,"Homepage: 'Shopify Experts, Website Development & SEO Agency' | 'Our websites go beyond cookie-cutter templates' (DQ_template) | 2023 snapshot shows pre-2024 client portfolio (wayback) | No VCS org; no blog or team page reached",About Us copy names no individual
Skip,10,Inferred,Lester Infoservices Private Limited,Navi Mumbai,lesterinc.com,https://www.lesterinc.com/,,Rajiv Samant,CEO,,medium,"Pre-2024 site, no software mention",10,0,0,0,,,,,,"/, careers, about, team",Site is silent on how work is built; only pre-2024 existence can be inferred.,"Four pages reached, zero signal excerpts extracted | Pre-2022 snapshot without software mention (wayback) | Careers and team pages present but no engineering detail | No VCS org or OSS packages found","Management Team: ""Rajiv Samant, CEO. Rajiv started his career at Intel"""
Skip,10,Inferred,LinkedIn Technology Information Private Limited,Bengaluru,in.linkedin.com,https://in.linkedin.com,,,,,low,"site live since 2009, 2023 capture had no software wording - weak +10",10,0,0,0,,,,,,"/, blog, team, tech-stack","The bundle is public-feed noise rather than a company site, so nothing above the weak GOLD floor can be substantiated.","Scrape captured social-feed posts, not a company engineering site | QA/product hits are third-party feed content (AMD, Figma) | No careers, tech or process page for the India entity | No repo, CI/CD or code-review evidence","Profiles are third-party content authors, not LinkedIn's own leadership"
Skip,10,Inferred,Maersk Global Service Centres (India) Pvt Ltd,Bengaluru,maerskline.com,https://www.maersk.com/,,,,,,"site live since 1997, 2021 capture had no software wording - weak +10",10,0,0,0,,,,,,"/, careers, blog, about, tech-stack",Core business is shipping and logistics; the corrected pages surfaced no software-engineering practice at all.,"Logistics and supply-chain marketing throughout; no engineering pages | 'Agile' hits refer to agile supply chains, not development | Careers content is logistics operations roles | No repo, CI/CD, code review or certification signal",
Skip,10,Inferred,MHP India Private Limited,Bengaluru,mhp.com,https://www.mhp.com/us/,,,,,low,"site live since 2005, 2013 capture had no software wording - weak +10",10,0,0,0,,,,,,"/, careers, blog, about, team","Positions as agile management consulting and application support rather than a building-and-reviewing engineering shop, and no Tier A/B evidence appeared.","'We are an agile project management company' - consulting framing | Application Management Services: SLA-based support of productive systems | Careers and team pages reached, no engineering process detail | No repo, no named CI/CD tooling, no certifications cited",Only a Partner is named; no founder/CEO/MD on scraped pages
Skip,10,Inferred,MorningStar India Private Limited,Mumbai,morningstar.in,https://www.morningstar.in/,,,,,,"site live since 2012, 2023 capture had no software wording - weak +10",10,0,0,0,no careers/blog/team cap 40 (not binding),,,,,/,Homepage-only reach with zero engineering signal; the cap-40 still applies but nothing pushes the score near it.,"Only the homepage was reachable | No careers, blog, about or team page found | No signals of any tier extracted | Investor-research content, not an engineering site",
Skip,10,Inferred,Nanosecond Technologies Private Limited,Bengaluru,pice.one,https://piceapp.com/,,,,,low,"first capture Dec 2022, no software wording - weak +10, thin margin",10,0,0,0,,,,,,"/, blog, about",A young consumer fintech product with no engineering-process surface; the single owned-product signal cannot fire Tier C alone.,"Owns fintech products: card bill payments, GST, invoicing | No careers or team page reached | No repo, CI/CD, code review or QA evidence | Site only appears in Wayback from late 2022","""Meet Our Founders"" heading present but no names in text or contexts"
Skip,10,Inferred,Park Hospitals,Kolkata,neotiahospital.com,https://neotiahospital.com/,,,,,low,"site live since 2008, 2023 capture had no software wording - weak +10",10,0,0,0,,,,,,"/, careers, blog, about, team, tech-stack","A hospital operator, not an IT firm; full page coverage confirms the absence rather than leaving it open.","Hospital and maternity care content across all pages | All six pages reached; none mention software or engineering | No repo, CI/CD, QA or code-review signal | Enterprise hits are healthcare marketing copy","Pages errored; only ""The visionary founders envisioned a space..."", unnamed"
Skip,10,Inferred,Pioneer Design And Engineering Private Limited,Hyderabad,pioneerdesign.in,https://www.pioneerdesign.in/,,,,,low,Existed pre-2024 but 2020 snapshot showed no software work,10,0,0,0,Tier GOLD cap 45 (pre-2024 page did not mention software),,,,,"/, careers, about",Design-engineering services with no software-build evidence pre- or post-2024.,"Lookup note: archived pre-2024 but page did not mention building software | Homepage 'engineering services domain' reads as design/CAD, not software | Only automation-as-agile-business-process wording on site | Careers and about reached; no Git, CI/CD or QA text","About page repeats ""Our team of skilled engineers""; no individual named"
Skip,10,Inferred,Prostarm Info Systems Limited,Navi Mumbai,prostarm.com,https://prostarm.com/,,,,,low,"site live since 2019, 2023 capture had no software wording - weak +10",10,0,0,0,,,,,,"/, careers, blog, about, team",Hardware manufacturing and maintenance contracts with no software-engineering surface anywhere on the reached pages.,"UPS and power-electronics manufacturer; installation and AMC services | Careers, blog, about and team reached; no engineering roles | 'Prostarm SEO' is a blog byline, not a service line | No repo, CI/CD, QA or certification signal",Management-team page scraped as nav plus company overview; no names
Skip,10,Inferred,Rolls Royce India Private Limited,Bengaluru,rolls-royce.com,https://www.rolls-royce.com/,,,,,low,"site live since 1996, 2023 capture had no software wording - weak +10",10,0,0,0,,,,,,"/, careers, about, team, tech-stack",Group corporate site with no software-engineering practice exposed; the India entity's engineering work is invisible here.,"Corporate, board and product content for aero engines | Only dated 2023 item is a production test facility release | No engineering JD, repo, CI/CD or QA evidence | 'Prod eng' hit is a board-bio phrase, decorative","Board bios give first names only (Tufan, Helen, George); no full name paired"
Skip,10,Inferred,RxBenefits Healthcare India Private Limited,Hyderabad,rxbenefits.com,https://www.rxbenefits.com/,,,,,low,Weak - pre-2024 snapshot exists but did not mention building software,10,0,0,0,Tier GOLD cap 45 - no verified pre-2024 software evidence (not binding),,,,,"/, careers, blog, about, team, tech-stack","Pharmacy-benefits firm with complete page coverage and still no engineering signal, so deprioritize.","All six pages reached; signal counts essentially empty | Sole cicd hit is unrelated caregiver testimonial prose | Wayback 2023 page did not mention building software | No VCS org, OSS packages or engineering blog","About page describes ""over 1,000 experts""; no individual named"
Skip,10,Inferred,Sairam Group Of Institutions,Chennai,sairamgroup.in,https://sairamgroup.in,,Sai Prakash Leo Muthu,"Chairman & CEO, Sairam Institutions",,medium,Weak - pre-2024 snapshot exists but did not mention building software,10,0,0,0,education/training core business - generalist cap 30 (not binding); Tier GOLD cap 45 (not binding),,,,,"/, careers, blog, about, team, tech-stack","An education group rather than an IT firm, with no software delivery evidence of any kind.","About: twenty-plus schools, engineering and medical colleges | ISO 9001:2008 is institutional accreditation, not change control | Careers/blog pages are placements and campus news | No repos, CI/CD, QA or delivery process described","""Sai Prakash Leo Muthu, Chairman & CEO, Sairam Institutions"""
Skip,10,Inferred,Sesame Group India Private Limited,Gurugram,sbg.co.uk,https://www.sbg.co.uk/,,Richard Harrison,Chief Executive Officer (CEO),,high,"site live since 1999, 2023 capture had no software wording - weak +10",10,0,0,0,,,,,,"/, careers, about",A financial-services support network rather than a software builder; nothing above the weak GOLD floor is evidenced.,"Mortgage, protection and insurance adviser support network | Products are advisory services, not software | Careers and about reached; no engineering roles | No repo, CI/CD, QA or code-review signal","""Our Executive Team Richard Harrison Chief Executive Officer (CEO)""; joined SBG Jan 2024"
Skip,10,Inferred,SHRM East Private Limited,Gurugram,shrmindia.org,https://www.shrm.org/?loc=india,,"Johnny Taylor, Jr.",President and Chief Executive Officer,,medium,"site live since 2007, 2014 capture had no software wording - weak +10",10,0,0,0,,,,,,"/, careers, blog, about","HR membership and content business with no software-engineering function evidenced, so no cap is even engaged at this score.","HR membership body: conferences, chapters, certifications | Templates are job descriptions, not website templates | Careers, blog and about reached; no engineering content | No repo, CI/CD, QA or code-review signal","""Taylor, Jr., is President and Chief Executive Officer of SHRM""; ""More About Johnny"""
Skip,10,Inferred,Sirius Info Services Private Limited,Hyderabad,siriusinfos.com,https://www.siriusinfos.com/,,,,,,"site live since 2014, 2023 capture had no software wording - weak +10",10,0,0,0,,,,,,"/, careers, blog, about",Four pages were reached and produced no scoreable engineering evidence of any tier.,"Careers, blog and about reached but yielded no signals | Zero extracted signal counts across all categories | No repo, CI/CD, QA or certification evidence | Site content too thin to judge substance",
Skip,10,Inferred,Strad Hosting & Development LLP,Mumbai,stradsolutions.com,https://stradsolutions.com/,,,,,,"Verified pre-2024 site, though it evidences hosting more than software builds",25,0,0,0,template/website-builder shop -15; hosting plus web dev - generalist cap 30 (not binding),,,,,"/, blog",WordPress-themed hosting and web shop with no engineering-process signal.,"2022 Wayback: web-hosting principles, free server setup | Footer: 'Powered by MyWiki WordPress Theme' | Only homepage and blog reachable; no careers or team | No CI/CD, QA, repo or JD evidence anywhere",
Skip,10,Inferred,Swiggy Limited,Bengaluru,swiggy.com,https://www.swiggy.com/,,,,,,"domain captured since 2004, 2023 capture had no software wording - weak +10",10,0,0,0,no careers/blog/team cap 40 (not binding),,,,,/,"The app shell blocked every off-homepage page, so the score reflects missing evidence rather than a judgement on the company.","Only the JavaScript homepage was reachable | No careers, blog, about or team page recovered | No signals extracted in any category | Absence of signal here is a crawl limit, not proof",
Skip,10,Inferred,T-Systems Information and Communication Technology India Private Limited,Pune,t-systems.com,https://www.t-systems.com/de/en,,,,,low,"site live since 1998, 2019 capture had no software wording - weak +10",10,0,0,0,,,,,,"/, careers, blog, about, team, tech-stack","A large IT-services group whose public pages carry only marketing-level agile language, leaving no Tier A/B evidence to corroborate its positioning.","All six pages reached; content is cloud and industry marketing | 'Agile manner' in careers copy, no process or tooling | Health content management software cited as partner capability | No repo, named CI/CD tooling, QA or certification signal",Text is product/solutions marketing only; no people named
Skip,10,Inferred,Telemune Software Solutions Private Limited,Delhi,telemune.com,https://www.telemune.com/,,,,,,"site live since 2003, 2023 capture had no software wording - weak +10",10,0,0,0,,,,,,"/, team","A telecom software vendor of long standing, but the reachable pages expose no engineering-process evidence at all.","Only homepage and team page reached | Sole signal is a culture line about being open | No careers JD, blog or tech-stack page | No repo, CI/CD, QA or certification evidence",
Skip,10,Inferred,Trassir Sentinel Private Limited,Navi Mumbai,trassir.com,https://trassir.com/,,,,,low,Weak - claims 'since 2002' but the pre-2024 snapshot showed no software,10,0,0,0,Tier GOLD cap 45 - no verified pre-2024 software evidence (not binding),,,,,"/, careers, about","Long-lived surveillance software vendor, but nothing corroborates engineering process so Tier C cannot fire.","Site: 'Since 2002 ... professional CCTV surveillance software' | Nav lists own VMS, CMS, PSIM and ACS products | Blog, team and tech-stack pages absent | No CI/CD, QA, repo or JD evidence",About page describes company only; no individual named
Skip,10,Inferred,UTI Infrastructure Technology and Services Limited,Navi Mumbai,utiitsl.com,https://www.utiitsl.com/,,,,,,"Site live since 2010; 2023 capture readable, no software language",10,0,0,0,cap-45 NOT applied: dated pre-2024 artefact exists,,,,,"/, careers","Pre-2024 existence is now proven so the GOLD cap is lifted, but the site carries no engineering-maturity evidence of any kind.","Wayback first snapshot 2010, 2023 capture readable | Homepage and careers reached; zero engineering signals | Registrar/records-processing services, not software delivery | No VCS org, no blog, no CI/CD language",
Skip,10,Inferred,Vivicta Private Limited,Pune,vivicta.com,https://www.vivicta.com/en/,,,,,low,Archived pre-2024 but snapshot did not mention building software,10,0,0,0,,,,,,"/, careers, blog, about, team","Consultancy-flavoured content with no dated software artefact and no process evidence, so it cannot clear the GOLD gate or Tier B.","Blog posts bylined and dated, but on employee experience, AI | 'qa' hits are blog headlines, not a testing practice | Careers and team pages reached; no code-review or Git language | No VCS org, no OSS packages on domain",Only Finland country manager and head of public sector quoted; no founder/CEO/MD
Skip,10,Inferred,Weir Minerals (India) Private Limited,Bengaluru,global.weir,https://www.global.weir/,,,,,,"Site live since 2016; 2023 capture readable, no software language",10,0,0,0,cap-45 NOT applied: 2023 artefact exists; cap-40 lifted: careers+blog+team recovered,,,,,/,"Both caps are lifted by the repairs, but this is a mining-equipment maker with no software-engineering evidence anywhere on the site.","Wayback since 2016; 2023 capture has no software pitch | Mining equipment manufacturer, not an IT services firm | No VCS org, no CI/CD, no QA signals | Careers/blog/team recovered but contain no engineering evidence",
Skip,10,Inferred,AB Information Technology Solutions Private Limited,Bhubaneswar,sophitoriumsgi.org,https://sophitoriumsgi.org/missionVision.html,,,,,,"Site live since 2020; 2022 capture readable, no software language",10,0,0,0,no careers AND no blog AND no team - cap 40 (non-binding); training-institute domain,,,,,/,Pre-2024 existence is confirmed but the property is a training-institute site with one decorative agile claim and no engineering evidence.,"Only homepage reachable; no careers, blog or team | Domain is an education/training institute site | Single decorative line: 'translating technologies into Agile solutions' | No VCS org, CI/CD, QA or compliance evidence",
Skip,10,Inferred,AquilaClouds India Private Limited,Dehradun,aquilaclouds.com,https://www.aquilaclouds.com/,,Suchit Kaura,CEO and Co-Founder,https://www.linkedin.com/in/suchit-kaura-9987771,high,Archived pre-2024 but snapshot did not mention building software,10,0,0,0,Tier C void: no Tier A/B corroboration,,,,,"/, careers, blog, about, team, tech-stack","A real FinOps product startup with named engineering leadership, but no pre-2024 software artefact and no process evidence, so it fails the GOLD gate.","Team page names CTO, CPO and VP of Engineering | Owns AI cloud cost optimization platform for MSPs | Kubernetes/multi-cloud mentions describe the product, not internal practice | All pages reached yet no code review, CI/CD or repo","Team page: ""Suchit Kaura CEO and Co-Founder""; LinkedIn slug matches"
Skip,10,Inferred,Caparizon Software Private Limited,Kochi,itflux.com,http://www.itflux.com,,,,,,"Site live since 2003; 2023 capture readable, no software language",10,0,0,0,no careers AND no blog AND no team - cap 40 (non-binding); cap-45 NOT applied: 2023 artefact exists,,,,,/,"Long-lived domain confirms pre-2024 existence, but a single reachable page with no extractable engineering signal leaves nothing to score.","Wayback first snapshot 2003; 2023 capture readable | Only homepage reachable, no careers/blog/team | Zero signal counts, zero evidence excerpts | No VCS org or published packages",
