band,score,REJECTION REASON,name,city,domain,website,confidence,raw_before_caps,caps_applied,GOLD_pre2024_pts,pre2024_evidence,TierA_pts,TierA_what,TierB_pts,TierC_pts,pages_reached,pages_missing,repo,merged_PRs,PR_authors,repo_since,founder,founder_title,founder_linkedin,founder_confidence,scoring_evidence,why
Skip,20,LOW SCORE (20) and capped by: Tier GOLD cap 45 (pre-2024 page did not mention software),PRGX India Private Limited,Pune,prgx.com,https://www.prgx.com/,Inferred,20,Tier GOLD cap 45 (pre-2024 page did not mention software),10,Existed pre-2024 but 2023 snapshot showed no software work,0,,10,0,"/, careers, blog, about, team, tech-stack",,,,,,,,,low,"Footer: 'FSQS Registered ISO 27001 Certified' | Site: Verigon Solution Suite S2P platform for audit and analysis | Lookup note: archived pre-2024 but page did not mention building software | All six pages reached; no Git, PR or CI/CD text","Recovery-audit firm with a certified compliance posture and one platform, but no engineering-process evidence at all."
Skip,20,INSUFFICIENT SCORE (20) — below the 50 threshold,Quest Diagnostics HTAS India Private Limited,Hyderabad,questdiagnostics.com,https://www.questdiagnostics.com/,Inferred,20,,10,"site live since 1998, 2023 capture had no software wording - weak +10",0,,10,0,"/, careers, blog, about, team, tech-stack",,,,,,,,,low,"CLIA-certified labs providing HIPAA-covered services | All six pages reached; content is patient and payer facing | Single decorative 'scalable, agile cloud platform' line | No repo, CI/CD tooling or engineering JD found","Genuine HIPAA/CLIA compliance earns the change-control points, but only one decorative platform mention exists so Tier C cannot fire."
Skip,20,LOW SCORE (20) and capped by: BPO/KPO core business cap 20,Sun Knowledge Pvt Ltd,Kolkata,sunknowledge.com,https://sunknowledge.com/,Inferred,48,BPO/KPO core business cap 20,25,"Verified - 2023 snapshot lists billing services, products and case studies",0,,10,13,"/, careers, blog, about, team, tech-stack",,,,,,,,,low,"About: 'global provider of Business and Knowledge Process Outsourcing' | Compliance: ISO 27001:2022 certified, HIPAA-compliant processes | Services are billing, data entry, eligibility verification | No repos, CI/CD or code-review evidence on any page","Healthcare revenue-cycle outsourcing is the core business, so the BPO cap of 20 applies."
Skip,20,LOW SCORE (20) and capped by: BPO/verification-services core cap 20,Vinmaya Consultancy Services Private Limited,Bengaluru,vinmaya.com,https://www.vinmaya.com/,Inferred,25,BPO/verification-services core cap 20,25,"Pre-2023 snapshot verified but shows screening services, not software",0,,0,0,"/, blog, about","careers, team, tech-stack",,,,,,,,low,"Homepage: end-to-end employee background verification services | Snapshot quote: background check, identity check, reference check | 'cicd' hit is a generic support/solutions sentence, false positive | No careers or team page, no VCS org, no CI/CD","Core business is labour-intensive background verification rather than software engineering, so the BPO-style cap applies and it is a Skip."
Skip,20,LOW SCORE (20) and capped by: BPO core cap 20; generalist-agency cap 30,Phykon Solutions Pvt Ltd,Thiruvananthapuram,phykon.com,https://phykon.com/,Inferred,25,BPO core cap 20; generalist-agency cap 30,25,Verified: 2023 snapshot shows BPM/workflow automation offering,0,,0,0,"/, careers, blog, about, team, tech-stack",,,,,,,,,low,"Services: inbound call centre, back office, order management outsourcing | Careers/services footer lists customer support and technical support lines | Digital marketing sold alongside RPA and contact-centre services | No VCS org, no CI/CD, QA or certification evidence","Core business is call-centre and back-office outsourcing with a digital marketing arm, which triggers the BPO cap of 20."
Skip,15,LOW SCORE (15) and capped by: no pre-2024 evidence cap 45 (non-binding),BCE Global Technology Centre Private Limited,Bengaluru,bceglobaltech.com,https://www.bceglobaltech.com/,Inferred,15,no pre-2024 evidence cap 45 (non-binding),0,"domain first archived 2024-11-11 — genuine absence, 0 and cap 45",0,,15,0,/,"careers, blog, about, team, tech-stack",,,,,,,,,"GKE, Cloud Run, AKS, Azure Functions named in stack | DevOps Engineer and Cloud Engineer roles advertised | Domain first archived November 2024 — red flag | Careers, blog and team pages recovered; cap-40 lifted","Substantive named cloud and DevOps tooling earns Tier B, but the first capture is late 2024 so GOLD is genuinely absent."
Skip,10,LOW SCORE (10) and capped by: BPO/revenue-cycle core business cap 20 (non-binding),Access Healthcare Services Pvt Ltd,Chennai,accesshealthcare.co,https://www.accesshealthcare.co/,Inferred,10,BPO/revenue-cycle core business cap 20 (non-binding),10,"pre-2024 capture exists, no software wording (weak +10)",0,,0,0,/,"careers, blog, about, team, tech-stack",,,,,,,,low,"Revenue cycle management toolkit is the core offering | Careers, blog and team pages recovered; cap-40 lifted | Pre-2024 archive exists but no software-build language | No VCS org, CI/CD, certification or code-review evidence","Healthcare revenue-cycle BPO with a proven pre-2024 site but zero engineering-practice evidence, so only the weak GOLD point applies."
Skip,10,NO ENGINEERING EVIDENCE — no public repo/OSS/eng-blog (Tier A) and no code-review/CI-CD/QA/certification signal (Tier B); scored 10,Agility E Services Private Limited,Hyderabad,agility.com,https://agility.com/,Inferred,10,,10,"REPAIRED 20080719 capture readable, no software language (weak +10)",0,,0,0,"/, careers, blog, about, team",tech-stack,,,,,Henadi Al-Saleh,"CEO and Board Member, Agility",,medium,"20080719 capture readable, no software-development language | All five pages reached but zero signals extracted | Domain resolves to logistics group, not the IT entity | No VCS org, careers JD or CI/CD evidence","Pre-2024 existence is now proven, but the bundle carries no engineering signal of any tier."
Skip,10,LOW SCORE (10) and capped by: Tier C withheld: no Tier A/B corroboration,Apollo India Services LLP,Mumbai,apollo.com,https://www.apollo.com/,Inferred,10,Tier C withheld: no Tier A/B corroboration,10,"REPAIRED 20230102 capture readable, no software language (weak +10)",0,,0,0,"/, careers, blog, about, team",tech-stack,,,,,,,,low,"Site is Apollo Global Management, an asset manager | Excerpts are investor-relations and benefits copy | Template hits are AEM CMS markup, not template shop | No engineering, VCS or CI/CD content anywhere",An asset-management site with no software-engineering content; only the weak pre-2024 existence point survives.
Skip,10,LOW SCORE (10) and capped by: no pre-2024 software evidence cap 45,Avalara Technologies Private Limited,Pune,avalara.com,https://www.avalara.com/us/en/index.html,Inferred,10,no pre-2024 software evidence cap 45,10,Inferred only - pre-2024 snapshot lacked any software mention,0,,0,0,"/, careers, blog, about, team",tech-stack,,,,,,,,low,"Homepage: APIs, MCP servers, 1,400+ signed partner integrations | lookup_note: archived pre-2024 but no software mention | own_vcs_orgs empty; no npm packages surfaced on domain | Careers copy is culture/benefits plus one Engineering Manager quote","Evidently a software vendor, yet the bundle carries no Tier A/B engineering evidence and no dated pre-2024 artefact - an evidence gap worth re-checking."
Skip,10,LOW SCORE (10) and capped by: Tier C withheld: no Tier A/B corroboration,Barclays Global Service Centre Private Limited,Pune,barclays.com,https://home.barclays/,Inferred,10,Tier C withheld: no Tier A/B corroboration,10,"REPAIRED 20191102 capture readable, no software language (weak +10)",0,,0,0,"/, careers, blog, about, team",tech-stack,,,,,,,,low,"All 26 excerpts are FCA/PRA regulatory boilerplate | Group bank site, not the Pune centre's engineering page | No careers JD, CI/CD or VCS evidence captured | 20191102 capture readable, no software language","The crawl reached only corporate-bank boilerplate, leaving no engineering evidence for the Pune service centre to score on."
Skip,10,LOW SCORE (10) and capped by: no pre-2024 software evidence cap 45,Broadridge Financial Solutions (India) Pvt Ltd,Hyderabad,broadridge.com,https://www.broadridge.com/,Inferred,10,no pre-2024 software evidence cap 45,10,Inferred only - pre-2022 snapshot lacked software mention,0,,0,0,"/, blog, about, team, tech-stack",careers,,,,,,,,low,"Excerpts dominated by front/middle/back-office operations copy | pages_absent: careers, so no JD language captured | lookup_note: archived pre-2024 but no software mention | own_vcs_orgs empty; no npm packages or engineering posts",Fintech solutions marketing with no engineering-practice or repository evidence in the bundle.
Skip,10,"LOW SCORE (10) and capped by: Tier C withheld: single signal, no Tier A/B corroboration",Caftius Technologies Private Limited,Chennai,caftius.com,https://www.caftius.com/,Inferred,10,"Tier C withheld: single signal, no Tier A/B corroboration",10,"pre-2024 capture exists, no software wording (weak +10)",0,,0,0,/,"careers, blog, about, team, tech-stack",,,,,,,,,"Director cited with 25 years software product building | Careers and team pages recovered; cap-40 lifted | Pre-2024 archive exists but homepage lacked software wording | No blog, VCS, CI/CD or compliance evidence","A single senior-architect bio is the only signal and nothing corroborates it, so Tier C stays withheld."
Skip,10,"LOW SCORE (10) and capped by: tier GOLD cap 45 (pre-2024 software unverified, non-binding)",CLSA Technology & Services LLP,Pune,clsa.com,https://www.clsa.com/,Inferred,10,"tier GOLD cap 45 (pre-2024 software unverified, non-binding)",10,Existed since 1998 per Wayback; software-evidence snapshot unfetchable,0,,0,0,"/, careers, about, team","blog, tech-stack",,,,,,,,low,"Wayback first snapshot 1998; snapshot body not fetchable | About page: equity broking, investment banking, asset management | Careers page: eight-week finance internship, no engineering roles | own_vcs_orgs empty; no npm packages on domain","Financial brokerage rather than a software builder, with no engineering-process or pre-2024 software evidence."
Skip,10,LOW SCORE (10) and capped by: generalist-agency cap 30 (non-binding); no careers/blog/team cap 40 (non-binding),Concord Technosoft Private Limited,Delhi,concordtechnosoft.com,https://www.concordtechnosoft.com,Inferred,10,generalist-agency cap 30 (non-binding); no careers/blog/team cap 40 (non-binding),10,"REPAIRED 20230602 capture readable, no software language (weak +10)",0,,0,0,/,"careers, blog, about, team, tech-stack",,,,,,,,,"SEO, PPC, social media and branding are core services | Only the homepage was reachable at all | No careers, blog or team page still confirmed | 20230602 capture readable, no software language",A digital-marketing agency with a single-page presence; the GOLD cap lift is irrelevant at this score.
Skip,10,LOW SCORE (10) and capped by: tier GOLD cap 45 (non-binding),Crane Process Flow Technologies (India) Private Limited,Pune,craneco.com,https://www.craneco.com/,Inferred,10,tier GOLD cap 45 (non-binding),10,Archived pre-2024 but that snapshot did not mention building software,0,,0,0,"/, careers, about, team, tech-stack",blog,,,,,,,,low,"About: 170 years, engineering-led industrial manufacturer | 'Engineering excellence' excerpts are mechanical, not software | Markets named: aerospace, nuclear, semiconductor hardware | own_vcs_orgs empty; no OSS, no engineering blog","Industrial flow-control manufacturer whose 'engineering' language is mechanical, not software delivery."
Skip,10,LOW SCORE (10) and capped by: no careers/blog/team cap 40; tier GOLD cap 45,CriterionScreeners Global Private Limited,Bengaluru,criterionscreeners.com,https://www.criterionscreeners.com/,Inferred,10,no careers/blog/team cap 40; tier GOLD cap 45,10,Archived pre-2024 but snapshot showed no software work,0,,0,0,/,"careers, blog, about, team, tech-stack",,,,,,,,,"Only homepage reachable; no careers, blog or team | signal_counts empty: no signal family detected | Pre-2024 snapshot did not mention software development | own_vcs_orgs empty; no npm packages on domain","Single-page site carrying no engineering, product or process signal to act on."
Skip,10,NO ENGINEERING EVIDENCE — no public repo/OSS/eng-blog (Tier A) and no code-review/CI-CD/QA/certification signal (Tier B); scored 10,Egon Zehnder Information and Research Services Private Limited,Gurugram,egonzehnder.com,https://www.egonzehnder.com/,Inferred,10,,10,"REPAIRED 20230104 capture readable, no software language (weak +10)",0,,0,0,"/, careers, about, team, tech-stack",blog,,,,,,,,low,"Executive search firm, not an IT services company | 'Pipeline' hits refer to leadership talent pipelines | 'Template' hits are succession-planning templates | 20230104 capture readable, no software language",Every detector hit is a false positive from executive-search vocabulary; no engineering evidence exists.
Skip,10,LOW SCORE (10) and capped by: no careers/blog/team cap 40 (non-binding),ENEL X Services India Private Limited,Mumbai,enelx.com,https://www.enelx.com,Inferred,10,no careers/blog/team cap 40 (non-binding),10,"REPAIRED 20231002 capture readable, no software language (weak +10)",0,,0,0,/,"careers, blog, about, team, tech-stack",,,,,,,,,"Energy-services corporate site, only homepage reachable | No careers, blog or team page still confirmed | Template hit is an AEM page-hub path | 20231002 capture readable, no software language",An energy multinational's marketing homepage with no reachable engineering evidence.
Skip,10,NO ENGINEERING EVIDENCE — no public repo/OSS/eng-blog (Tier A) and no code-review/CI-CD/QA/certification signal (Tier B); scored 10,Enviri India Services Private Limited,Hyderabad,enviri.com,https://www.enviri.com/,Inferred,10,,10,"REPAIRED 20230605 capture readable, no software language (weak +10)",0,,0,0,"/, team","careers, blog, about, tech-stack",,,,,Russell Hochman,President and Chief Executive Officer,,medium,"Environmental services group; homepage and team only | Zero signal counts and zero evidence excerpts | No VCS, careers JD, CI/CD or compliance found | 20230605 capture readable, no software language",The environmental-services parent site carries no software-engineering signal whatsoever.
Skip,10,LOW SCORE (10) and capped by: tier GOLD cap 45; Tier C withheld: no Tier A/B corroboration,Everligntek Solutions Private Limited,Pune,everligntek.com,https://www.everligntek.com/,Inferred,10,tier GOLD cap 45; Tier C withheld: no Tier A/B corroboration,10,Domain archived pre-2020 but snapshot showed no software work,0,,0,0,"/, careers, blog, about","team, tech-stack",,,,,,,,low,"Homepage: 'AI-assisted code generation for pipelines, APIs, UI' | Accelerators named GovOS, Pipeline Studio, Compliance Copilot | SOC 2/HIPAA/ISO are sold to clients, not held | Careers lists Data/BI Engineer roles with no git mentions","AI-accelerator boutique whose stated delivery model is machine-generated code, with pre-2024 software work unverified."
Skip,10,LOW SCORE (10) and capped by: tier GOLD cap 45; Tier C withheld: no Tier A/B corroboration,Fact Solutions India Pvt Ltd,Kolkata,factsoftware.com,https://www.factsoftware.com/,Inferred,10,tier GOLD cap 45; Tier C withheld: no Tier A/B corroboration,10,Archived pre-2024 but 2023 snapshot did not evidence software,0,,0,0,"/, careers, blog, about","team, tech-stack",,,,,,,,low,"Owns FACT ERP.NG, an integrated ERP product for SMEs | Careers page describes product-marketing role, no git terms | Blog reached but holds no engineering-practice posts | own_vcs_orgs empty; no OSS packages on domain","Genuine ERP product vendor, but nothing in the bundle evidences PR, code-review or CI/CD practice."
Skip,10,LOW SCORE (10) and capped by: tier GOLD cap 45 (non-binding),Fidrox Technologies Private Limited,Bengaluru,fidrox.com,https://fidrox.com/,Inferred,10,tier GOLD cap 45 (non-binding),10,Archived pre-2024 but snapshot showed no software work,0,,0,0,"/, careers, about, team","blog, tech-stack",,,,,,,,low,"Homepage pitch is CCTV/video management system replacement | Careers, about and team reached with no engineering signals | No blog or tech-stack page present | own_vcs_orgs empty; no npm packages on domain",Video-surveillance systems integrator with no visible software-engineering practice.
Skip,10,LOW SCORE (10) and capped by: no careers/blog/team cap 40; tier GOLD cap 45,Franklin Templeton International Services (India) Pvt Ltd,Hyderabad,franklintempleton.com,https://www.franklintempleton.com/,Inferred,10,no careers/blog/team cap 40; tier GOLD cap 45,10,Archived pre-2024 but snapshot showed no software work,0,,0,0,/,"careers, blog, about, team, tech-stack",,,,,,,,,"Only homepage reachable; no careers, blog, team | Asset-management fund site with no engineering content | signal_counts empty: no signal family detected | own_vcs_orgs empty; no OSS packages found",Asset manager's public fund site; nothing indicates in-house engineering practice to contact them about.
Skip,10,NO ENGINEERING EVIDENCE — no public repo/OSS/eng-blog (Tier A) and no code-review/CI-CD/QA/certification signal (Tier B); scored 10,Geeta Eservices Private Limited,Mumbai,geetaeservices.com,https://geetaeservices.com,Inferred,10,,10,"REPAIRED 20231030 capture readable, no software language (weak +10)",0,,0,0,"/, careers","blog, about, team, tech-stack",,,,,,,,,"Homepage and careers reached, no signals extracted | First archived only 2021, thin web presence | No VCS, blog, CI/CD or compliance evidence | 20231030 capture readable, no software language",A thin site with no extractable engineering signal beyond proven pre-2024 existence.
Skip,10,LOW SCORE (10) and capped by: Tier C withheld: no Tier A/B corroboration,Globex Digital Solutions Private Limited,Hyderabad,globexdigitalcorp.com,https://globexdigital.ai/,Inferred,10,Tier C withheld: no Tier A/B corroboration,10,"REPAIRED 20231030 capture readable, no software language (weak +10)",0,,0,0,"/, careers, blog, about, team, tech-stack",,,,,,Vijay Mohan Namana,Chief Executive Officer,,high,"'From Idea to Impact in 90 Days' delivery promise | 50+ enterprise clients claimed, no named references | Blog is GenAI marketing, not engineering practice | No VCS, CI/CD, QA or certification evidence",A marketing-led AI consultancy whose positioning claims carry no Tier A/B engineering corroboration.
Skip,10,LOW SCORE (10) and capped by: BPO/contact-centre core cap 20,Hinduja Global Solutions Ltd,Bengaluru,teamhgs.com,https://hgs.com/,Inferred,10,BPO/contact-centre core cap 20,10,Existed pre-2024; 2011 snapshot unreadable,0,,0,0,"/, blog, team","careers, about, tech-stack",,,,,Venk Korla,Global CEO,https://www.linkedin.com/in/venk-korla-844924,medium,"Team bios: 25 years contact-centre, 13 years BPO (DQ_bpo) | 2011 first snapshot but no capture fetchable (wayback) | Blog hit is a GDPR outsourcing post, not engineering | No VCS org; careers page not reached","Contact-centre/BPO core business caps it at 20, and nothing in the bundle evidences a software engineering practice."
Skip,10,LOW SCORE (10) and capped by: Tier C withheld: no Tier A/B corroboration,Impetus Technologies India Private Limited,Noida,impetus.com,https://www.impetus.com/,Inferred,10,Tier C withheld: no Tier A/B corroboration,10,"REPAIRED 20230104 capture readable, no software language (weak +10)",0,,0,0,"/, careers, blog, about, team, tech-stack",,,,,,Nachiket Deshpande,Chief Executive Officer,https://www.linkedin.com/in/nachiket-g-deshpande,high,"'Engineers follow rigorous product engineering best practices' | Fortune 100 BFSI client, all six pages including tech-stack | No VCS, CI/CD tooling, certification or JD code-review text | 20230104 capture readable, no software language","The product-engineering language reads genuine and 15 Tier C points are visible, but no Tier A/B artefact exists to corroborate them."
Skip,10,NO ENGINEERING EVIDENCE — no public repo/OSS/eng-blog (Tier A) and no code-review/CI-CD/QA/certification signal (Tier B); scored 10,Inference Labs Private Limited,Bengaluru,inference.in,https://inference.in/,Inferred,10,,10,"Pre-2024 site, no software mention",0,,0,0,"/, careers, blog, about, team",tech-stack,,,,,,,,low,"Single prod_eng hit sits inside a leader biography | Pre-2023 snapshot without software mention (wayback) | Careers, blog, about, team reached; no workflow signals | No VCS org or OSS packages found",Five pages fetched yielded one decorative 'product engineering' phrase in a bio and nothing else.
Skip,10,LOW SCORE (10) and capped by: screening/BPO core business cap 20 (non-binding),Infomate 360 Solutions India Private Limited,Hyderabad,infomate360.com,https://infomate360.com/,Inferred,10,screening/BPO core business cap 20 (non-binding),10,"pre-2024 capture exists, no software wording (weak +10)",0,,0,0,"/, about","careers, blog, team, tech-stack",,,,,,,,low,"Employment background screening is the core business | Team page recovered; no careers or blog found | Pre-2024 archive exists but no software wording | No VCS, CI/CD, QA or certification evidence",A background-screening provider with no software-development or engineering-process evidence at all.
Skip,10,NO ENGINEERING EVIDENCE — no public repo/OSS/eng-blog (Tier A) and no code-review/CI-CD/QA/certification signal (Tier B); scored 10,Initium Digital Private Limited,Pune,initiumdigital.com,https://initiumdigital.com/,Inferred,10,,10,Domain live 2018; snapshot unreadable,0,,0,0,"/, careers, blog, about, team",tech-stack,,,,,Abhishek Bhate,Founder & Chief Executive Officer,https://www.linkedin.com/in/abhishekbhate,high,"Careers: 'small product engineering team building the NuVo suite' | Owns NuVo ICM, DocFlo, BTP Lens on SAP BTP | 2018 first snapshot but no capture fetchable (wayback) | JDs mention architecture and data pipelines, not git/PR/CI","Credible small product team on SAP BTP, but no Tier A/B artefact exists to corroborate the Tier C positioning or the pre-2024 build."
Skip,10,NO ENGINEERING EVIDENCE — no public repo/OSS/eng-blog (Tier A) and no code-review/CI-CD/QA/certification signal (Tier B); scored 10,InOrg Global India Private Limited,Pune,inorg.com,https://www.inorg.com,Inferred,10,,10,"Pre-2024 site, no software mention",0,,0,0,"/, careers, blog, about, team",tech-stack,,,,,Jeremy Stensland,Founder & President,https://www.linkedin.com/in/jeremy-stensland-0b37802,medium,"Careers: DevOps Architect, Senior Technical Architect openings | Also lists 'DevOps Trainer' — staffing supply, not own pipeline | Pre-2023 snapshot without software mention (wayback) | No VCS org; no code-review or CI/CD language",Staff-augmentation firm placing DevOps people rather than evidencing its own reviewed engineering pipeline.
Skip,10,NO ENGINEERING EVIDENCE — no public repo/OSS/eng-blog (Tier A) and no code-review/CI-CD/QA/certification signal (Tier B); scored 10,Ixsight Technologies Pvt Ltd,Pune,ixsight.com,https://ixsight.com/,Inferred,10,,10,"site live since 2007, 2023 capture had no software wording - weak +10",0,,0,0,"/, careers, blog, about, team",tech-stack,,,,,Uma Venkataraman,CEO & Co-Founder,,medium,"Owns AML and location-intelligence products; 'the best use our products' | Banking, insurance, government clients; case studies and demos | Careers page exists but no process or tooling detail | No ISO/SOC claim, no CI/CD, no repo found","A genuine long-lived data/AML product firm, but Tier C positioning cannot fire without any Tier A/B corroboration, so it stays at the weak GOLD floor."
Skip,10,LOW SCORE (10) and capped by: generalist-agency cap 30; template/website shop -15,KLoc Technologies Private Limited,Bengaluru,kloctechnologies.com,https://kloctechnologies.com/,Inferred,25,generalist-agency cap 30; template/website shop -15,25,Verified: 2023 snapshot showed client portfolio,0,,0,0,"/, careers, about, tech-stack","blog, team",,,,,,,,low,"Homepage: 'Shopify Experts, Website Development & SEO Agency' | 'Our websites go beyond cookie-cutter templates' (DQ_template) | 2023 snapshot shows pre-2024 client portfolio (wayback) | No VCS org; no blog or team page reached",Self-declared Shopify/SEO website agency; the generalist-agency cap and template-shop penalty wipe out its verified pre-2024 portfolio.
Skip,10,NO ENGINEERING EVIDENCE — no public repo/OSS/eng-blog (Tier A) and no code-review/CI-CD/QA/certification signal (Tier B); scored 10,Lester Infoservices Private Limited,Navi Mumbai,lesterinc.com,https://www.lesterinc.com/,Inferred,10,,10,"Pre-2024 site, no software mention",0,,0,0,"/, careers, about, team","blog, tech-stack",,,,,Rajiv Samant,CEO,,medium,"Four pages reached, zero signal excerpts extracted | Pre-2022 snapshot without software mention (wayback) | Careers and team pages present but no engineering detail | No VCS org or OSS packages found",Site is silent on how work is built; only pre-2024 existence can be inferred.
Skip,10,NO ENGINEERING EVIDENCE — no public repo/OSS/eng-blog (Tier A) and no code-review/CI-CD/QA/certification signal (Tier B); scored 10,LinkedIn Technology Information Private Limited,Bengaluru,in.linkedin.com,https://in.linkedin.com,Inferred,10,,10,"site live since 2009, 2023 capture had no software wording - weak +10",0,,0,0,"/, blog, team, tech-stack","careers, about",,,,,,,,low,"Scrape captured social-feed posts, not a company engineering site | QA/product hits are third-party feed content (AMD, Figma) | No careers, tech or process page for the India entity | No repo, CI/CD or code-review evidence","The bundle is public-feed noise rather than a company site, so nothing above the weak GOLD floor can be substantiated."
Skip,10,NO ENGINEERING EVIDENCE — no public repo/OSS/eng-blog (Tier A) and no code-review/CI-CD/QA/certification signal (Tier B); scored 10,Maersk Global Service Centres (India) Pvt Ltd,Bengaluru,maerskline.com,https://www.maersk.com/,Inferred,10,,10,"site live since 1997, 2021 capture had no software wording - weak +10",0,,0,0,"/, careers, blog, about, tech-stack",team,,,,,,,,,"Logistics and supply-chain marketing throughout; no engineering pages | 'Agile' hits refer to agile supply chains, not development | Careers content is logistics operations roles | No repo, CI/CD, code review or certification signal",Core business is shipping and logistics; the corrected pages surfaced no software-engineering practice at all.
Skip,10,NO ENGINEERING EVIDENCE — no public repo/OSS/eng-blog (Tier A) and no code-review/CI-CD/QA/certification signal (Tier B); scored 10,MHP India Private Limited,Bengaluru,mhp.com,https://www.mhp.com/us/,Inferred,10,,10,"site live since 2005, 2013 capture had no software wording - weak +10",0,,0,0,"/, careers, blog, about, team",tech-stack,,,,,,,,low,"'We are an agile project management company' - consulting framing | Application Management Services: SLA-based support of productive systems | Careers and team pages reached, no engineering process detail | No repo, no named CI/CD tooling, no certifications cited","Positions as agile management consulting and application support rather than a building-and-reviewing engineering shop, and no Tier A/B evidence appeared."
Skip,10,LOW SCORE (10) and capped by: no careers/blog/team cap 40 (not binding),MorningStar India Private Limited,Mumbai,morningstar.in,https://www.morningstar.in/,Inferred,10,no careers/blog/team cap 40 (not binding),10,"site live since 2012, 2023 capture had no software wording - weak +10",0,,0,0,/,"careers, blog, about, team, tech-stack",,,,,,,,,"Only the homepage was reachable | No careers, blog, about or team page found | No signals of any tier extracted | Investor-research content, not an engineering site",Homepage-only reach with zero engineering signal; the cap-40 still applies but nothing pushes the score near it.
Skip,10,NO ENGINEERING EVIDENCE — no public repo/OSS/eng-blog (Tier A) and no code-review/CI-CD/QA/certification signal (Tier B); scored 10,Nanosecond Technologies Private Limited,Bengaluru,pice.one,https://piceapp.com/,Inferred,10,,10,"first capture Dec 2022, no software wording - weak +10, thin margin",0,,0,0,"/, blog, about","careers, team, tech-stack",,,,,,,,low,"Owns fintech products: card bill payments, GST, invoicing | No careers or team page reached | No repo, CI/CD, code review or QA evidence | Site only appears in Wayback from late 2022",A young consumer fintech product with no engineering-process surface; the single owned-product signal cannot fire Tier C alone.
Skip,10,NO ENGINEERING EVIDENCE — no public repo/OSS/eng-blog (Tier A) and no code-review/CI-CD/QA/certification signal (Tier B); scored 10,Park Hospitals,Kolkata,neotiahospital.com,https://neotiahospital.com/,Inferred,10,,10,"site live since 2008, 2023 capture had no software wording - weak +10",0,,0,0,"/, careers, blog, about, team, tech-stack",,,,,,,,,low,"Hospital and maternity care content across all pages | All six pages reached; none mention software or engineering | No repo, CI/CD, QA or code-review signal | Enterprise hits are healthcare marketing copy","A hospital operator, not an IT firm; full page coverage confirms the absence rather than leaving it open."
Skip,10,LOW SCORE (10) and capped by: Tier GOLD cap 45 (pre-2024 page did not mention software),Pioneer Design And Engineering Private Limited,Hyderabad,pioneerdesign.in,https://www.pioneerdesign.in/,Inferred,10,Tier GOLD cap 45 (pre-2024 page did not mention software),10,Existed pre-2024 but 2020 snapshot showed no software work,0,,0,0,"/, careers, about","blog, team, tech-stack",,,,,,,,low,"Lookup note: archived pre-2024 but page did not mention building software | Homepage 'engineering services domain' reads as design/CAD, not software | Only automation-as-agile-business-process wording on site | Careers and about reached; no Git, CI/CD or QA text",Design-engineering services with no software-build evidence pre- or post-2024.
Skip,10,NO ENGINEERING EVIDENCE — no public repo/OSS/eng-blog (Tier A) and no code-review/CI-CD/QA/certification signal (Tier B); scored 10,Prostarm Info Systems Limited,Navi Mumbai,prostarm.com,https://prostarm.com/,Inferred,10,,10,"site live since 2019, 2023 capture had no software wording - weak +10",0,,0,0,"/, careers, blog, about, team",tech-stack,,,,,,,,low,"UPS and power-electronics manufacturer; installation and AMC services | Careers, blog, about and team reached; no engineering roles | 'Prostarm SEO' is a blog byline, not a service line | No repo, CI/CD, QA or certification signal",Hardware manufacturing and maintenance contracts with no software-engineering surface anywhere on the reached pages.
Skip,10,NO ENGINEERING EVIDENCE — no public repo/OSS/eng-blog (Tier A) and no code-review/CI-CD/QA/certification signal (Tier B); scored 10,Rolls Royce India Private Limited,Bengaluru,rolls-royce.com,https://www.rolls-royce.com/,Inferred,10,,10,"site live since 1996, 2023 capture had no software wording - weak +10",0,,0,0,"/, careers, about, team, tech-stack",blog,,,,,,,,low,"Corporate, board and product content for aero engines | Only dated 2023 item is a production test facility release | No engineering JD, repo, CI/CD or QA evidence | 'Prod eng' hit is a board-bio phrase, decorative",Group corporate site with no software-engineering practice exposed; the India entity's engineering work is invisible here.
Skip,10,LOW SCORE (10) and capped by: Tier GOLD cap 45 - no verified pre-2024 software evidence (not binding),RxBenefits Healthcare India Private Limited,Hyderabad,rxbenefits.com,https://www.rxbenefits.com/,Inferred,10,Tier GOLD cap 45 - no verified pre-2024 software evidence (not binding),10,Weak - pre-2024 snapshot exists but did not mention building software,0,,0,0,"/, careers, blog, about, team, tech-stack",,,,,,,,,low,"All six pages reached; signal counts essentially empty | Sole cicd hit is unrelated caregiver testimonial prose | Wayback 2023 page did not mention building software | No VCS org, OSS packages or engineering blog","Pharmacy-benefits firm with complete page coverage and still no engineering signal, so deprioritize."
Skip,10,LOW SCORE (10) and capped by: education/training core business - generalist cap 30 (not binding); Tier GOLD cap 45 (not binding),Sairam Group Of Institutions,Chennai,sairamgroup.in,https://sairamgroup.in,Inferred,10,education/training core business - generalist cap 30 (not binding); Tier GOLD cap 45 (not binding),10,Weak - pre-2024 snapshot exists but did not mention building software,0,,0,0,"/, careers, blog, about, team, tech-stack",,,,,,Sai Prakash Leo Muthu,"Chairman & CEO, Sairam Institutions",,medium,"About: twenty-plus schools, engineering and medical colleges | ISO 9001:2008 is institutional accreditation, not change control | Careers/blog pages are placements and campus news | No repos, CI/CD, QA or delivery process described","An education group rather than an IT firm, with no software delivery evidence of any kind."
